transitions (M),memory(MB),memory(MB),memory(GB),memory(GB)
15.01,1686.675456,1437.721395,1.686675456,1.437721395
15.02,1687.10144,1437.723034,1.68710144,1.437723034
15.03,1687.36768,1437.728768,1.68736768,1.437728768
15.04,1687.714202,1437.728768,1.687714202,1.437728768
15.05,1687.93047,1437.729587,1.68793047,1.437729587
15.06,1688.303206,1437.729587,1.688303206,1.437729587
15.07,1688.622694,1437.729587,1.688622694,1.437729587
15.08,1689.048678,1437.732864,1.689048678,1.437732864
15.09,1689.453363,1437.732864,1.689453363,1.437732864
15.1,1689.688474,1437.733683,1.689688474,1.437733683
15.11,1690.06121,1437.733683,1.69006121,1.437733683
15.12,1690.487194,1437.733683,1.690487194,1.437733683
15.13,1690.700186,1437.733683,1.690700186,1.437733683
15.14,1690.913178,1437.733683,1.690913178,1.437733683
15.15,1691.259699,1437.733683,1.691259699,1.437733683
15.16,1691.580826,1437.735322,1.691580826,1.437735322
15.17,1691.687322,1437.738598,1.691687322,1.437738598
15.18,1691.953562,1437.739418,1.691953562,1.437739418
15.19,1692.219802,1437.743514,1.692219802,1.437743514
15.2,1692.486042,1437.848371,1.692486042,1.437848371
15.21,1692.699034,1438.110515,1.692699034,1.438110515
15.22,1693.018522,1438.215373,1.693018522,1.438215373
15.23,1693.33801,1438.37184,1.69333801,1.43837184
15.24,1693.551002,1438.481613,1.693551002,1.438481613
15.25,1693.60425,1438.564352,1.69360425,1.438564352
15.26,1693.763994,1438.643814,1.693763994,1.438643814
15.27,1694.083482,1438.639718,1.694083482,1.438639718
15.28,1694.40297,1438.639718,1.69440297,1.438639718
15.29,1694.562714,1438.639718,1.694562714,1.438639718
15.3,1694.828954,1438.639718,1.694828954,1.438639718
15.31,1695.148442,1438.639718,1.695148442,1.438639718
15.32,1695.548211,1438.642995,1.695548211,1.438642995
15.33,1695.761203,1438.642995,1.695761203,1.438642995
15.34,1696.027443,1438.642995,1.696027443,1.438642995
15.35,1696.133939,1438.642995,1.696133939,1.438642995
15.36,1696.400179,1438.642995,1.696400179,1.438642995
15.37,1696.506675,1438.64873,1.696506675,1.43864873
15.38,1696.826163,1438.649549,1.696826163,1.438649549
15.39,1697.305395,1438.649549,1.697305395,1.438649549
15.4,1697.41353,1438.649549,1.69741353,1.438649549
15.41,1697.839514,1438.645453,1.697839514,1.438645453
15.42,1698.054144,1438.645453,1.698054144,1.438645453
15.43,1698.42688,1438.645453,1.69842688,1.438645453
15.44,1698.639872,1438.645453,1.698639872,1.438645453
15.45,1698.746368,1438.645453,1.698746368,1.438645453
15.46,1698.95936,1438.645453,1.69895936,1.438645453
15.47,1699.438592,1438.64873,1.699438592,1.43864873
15.48,1699.917824,1438.64873,1.699917824,1.43864873
15.49,1700.184064,1438.64873,1.700184064,1.43864873
15.5,1700.343808,1438.64873,1.700343808,1.43864873
15.51,1700.503552,1438.643814,1.700503552,1.438643814
15.52,1700.903322,1438.676582,1.700903322,1.438676582
15.53,1701.435802,1438.672486,1.701435802,1.438672486
15.54,1701.808538,1438.672486,1.701808538,1.438672486
15.55,1702.181274,1438.677402,1.702181274,1.438677402
15.56,1702.28777,1438.677402,1.70228777,1.438677402
15.57,1702.55401,1438.677402,1.70255401,1.438677402
15.58,1703.08649,1438.677402,1.70308649,1.438677402
15.59,1703.390413,1438.673306,1.703390413,1.438673306
15.6,1703.672218,1438.673306,1.703672218,1.438673306
15.61,1703.831962,1438.676582,1.703831962,1.438676582
15.62,1704.204698,1438.686413,1.704204698,1.438686413
15.63,1704.843674,1438.686413,1.704843674,1.438686413
15.64,1705.058304,1438.686413,1.705058304,1.438686413
15.65,1705.219686,1438.686413,1.705219686,1.438686413
15.66,1705.485926,1438.686413,1.705485926,1.438686413
15.67,1705.698918,1438.686413,1.705698918,1.438686413
15.68,1706.124902,1438.682317,1.706124902,1.438682317
15.69,1706.497638,1438.685594,1.706497638,1.438685594
15.7,1706.71063,1438.685594,1.70671063,1.438685594
15.71,1707.24311,1438.685594,1.70724311,1.438685594
15.72,1707.402854,1438.685594,1.707402854,1.438685594
15.73,1707.669094,1438.685594,1.707669094,1.438685594
15.74,1707.828838,1438.685594,1.707828838,1.438685594
15.75,1707.935334,1438.685594,1.707935334,1.438685594
15.76,1708.254822,1438.685594,1.708254822,1.438685594
15.77,1708.515328,1438.682317,1.708515328,1.438682317
15.78,1708.86185,1438.690509,1.70886185,1.438690509
15.79,1709.182976,1438.690509,1.709182976,1.438690509
15.8,1709.34272,1438.690509,1.70934272,1.438690509
15.81,1709.555712,1438.690509,1.709555712,1.438690509
15.82,1709.770342,1438.690509,1.709770342,1.438690509
15.83,1710.036582,1438.694605,1.710036582,1.438694605
15.84,1710.249574,1438.694605,1.710249574,1.438694605
15.85,1710.515814,1438.691328,1.710515814,1.438691328
15.86,1710.783693,1438.691328,1.710783693,1.438691328
15.87,1710.996685,1438.694605,1.710996685,1.438694605
15.88,1711.262925,1438.694605,1.711262925,1.438694605
15.89,1711.396454,1438.694605,1.711396454,1.438694605
15.9,1711.76919,1438.694605,1.71176919,1.438694605
15.91,1711.982182,1438.694605,1.711982182,1.438694605
15.92,1712.141926,1438.691328,1.712141926,1.438691328
15.93,1712.408166,1438.694605,1.712408166,1.438694605
15.94,1712.674406,1438.694605,1.712674406,1.438694605
15.95,1712.887398,1438.69952,1.712887398,1.43869952
15.96,1713.260134,1438.701158,1.713260134,1.438701158
15.97,1713.473126,1438.701158,1.713473126,1.438701158
15.98,1713.686118,1438.701158,1.713686118,1.438701158
15.99,1713.926144,1438.701158,1.713926144,1.438701158
16,1714.085888,1438.701158,1.714085888,1.438701158
16.01,1714.245632,1438.697882,1.714245632,1.438697882
16.02,1714.858394,1438.696243,1.714858394,1.438696243
16.03,1714.911642,1438.697882,1.714911642,1.438697882
16.04,1715.071386,1438.697882,1.715071386,1.438697882
16.05,1715.181158,1438.697882,1.715181158,1.438697882
16.06,1715.49737,1438.697882,1.71549737,1.438697882
16.07,1715.76361,1438.697882,1.71576361,1.438697882
16.08,1716.02985,1438.697882,1.71602985,1.438697882
16.09,1716.349338,1438.701158,1.716349338,1.438701158
16.1,1716.615578,1438.701158,1.716615578,1.438701158
16.11,1716.802355,1438.704435,1.716802355,1.438704435
16.12,1717.068595,1438.707712,1.717068595,1.438707712
16.13,1717.228339,1438.707712,1.717228339,1.438707712
16.14,1717.415117,1438.70935,1.717415117,1.43870935
16.15,1717.681357,1438.710989,1.717681357,1.438710989
16.16,1717.947597,1438.715904,1.717947597,1.438715904
16.17,1718.426829,1438.712627,1.718426829,1.438712627
16.18,1718.639821,1438.712627,1.718639821,1.438712627
16.19,1718.906061,1438.712627,1.718906061,1.438712627
16.2,1719.012557,1438.712627,1.719012557,1.438712627
16.21,1719.385293,1438.712627,1.719385293,1.438712627
16.22,1719.491789,1438.712627,1.719491789,1.438712627
16.23,1719.704781,1438.715904,1.719704781,1.438715904
16.24,1719.917773,1438.715904,1.719917773,1.438715904
16.25,1720.343757,1438.715904,1.720343757,1.438715904
16.26,1720.663245,1438.715904,1.720663245,1.438715904
16.27,1720.876237,1438.717542,1.720876237,1.438717542
16.28,1721.144115,1438.719181,1.721144115,1.438719181
16.29,1721.463603,1438.719181,1.721463603,1.438719181
16.3,1721.516851,1438.715904,1.721516851,1.438715904
16.31,1721.676595,1438.715904,1.721676595,1.438715904
16.32,1722.049331,1438.715904,1.722049331,1.438715904
16.33,1722.209075,1438.715904,1.722209075,1.438715904
16.34,1722.530202,1438.712627,1.722530202,1.438712627
16.35,1722.786611,1438.70935,1.722786611,1.43870935
16.36,1723.090534,1438.70935,1.723090534,1.43870935
16.37,1723.410022,1438.706074,1.723410022,1.438706074
16.38,1723.623014,1438.70935,1.723623014,1.43870935
16.39,1723.756544,1438.70935,1.723756544,1.43870935
16.4,1724.076032,1438.710989,1.724076032,1.438710989
16.41,1724.289024,1438.712627,1.724289024,1.438712627
16.42,1724.608512,1438.712627,1.724608512,1.438712627
16.43,1724.874752,1438.714266,1.724874752,1.438714266
16.44,1725.247488,1438.715904,1.725247488,1.438715904
16.45,1725.46048,1438.720819,1.72546048,1.438720819
16.46,1725.620224,1438.724096,1.725620224,1.438724096
16.47,1725.781606,1438.727373,1.725781606,1.438727373
16.48,1726.101094,1438.732288,1.726101094,1.438732288
16.49,1726.315725,1438.732288,1.726315725,1.438732288
16.5,1726.796595,1438.732288,1.726796595,1.438732288
16.51,1726.977638,1438.732288,1.726977638,1.438732288
16.52,1727.222579,1438.732288,1.727222579,1.438732288
16.53,1727.329075,1438.732288,1.727329075,1.438732288
16.54,1727.648563,1438.732288,1.727648563,1.438732288
16.55,1727.808307,1438.738022,1.727808307,1.438738022
16.56,1727.968051,1438.738022,1.727968051,1.438738022
16.57,1728.340787,1438.738022,1.728340787,1.438738022
16.58,1728.622592,1438.739661,1.728622592,1.438739661
16.59,1728.926515,1438.739661,1.728926515,1.438739661
16.6,1729.139507,1438.74048,1.729139507,1.43874048
16.61,1729.459814,1438.74048,1.729459814,1.43874048
16.62,1729.619558,1438.742118,1.729619558,1.438742118
16.63,1729.726054,1438.742118,1.729726054,1.438742118
16.64,1729.992294,1438.742118,1.729992294,1.438742118
16.65,1730.152038,1438.742118,1.730152038,1.438742118
16.66,1730.578022,1438.743757,1.730578022,1.438743757
16.67,1730.950758,1438.747034,1.730950758,1.438747034
16.68,1731.29728,1438.747034,1.73129728,1.438747034
16.69,1731.403776,1438.747034,1.731403776,1.438747034
16.7,1731.642982,1438.747034,1.731642982,1.438747034
16.71,1731.69623,1438.747034,1.73169623,1.438747034
16.72,1732.092723,1438.747034,1.732092723,1.438747034
16.73,1732.253286,1438.747034,1.732253286,1.438747034
16.74,1732.481024,1438.747034,1.732481024,1.438747034
16.75,1732.912742,1438.747034,1.732912742,1.438747034
16.76,1733.158502,1438.746214,1.733158502,1.438746214
16.77,1733.47799,1438.746214,1.73347799,1.438746214
16.78,1733.531238,1438.749491,1.733531238,1.438749491
16.79,1733.637734,1438.749491,1.733637734,1.438749491
16.8,1733.850726,1438.749491,1.733850726,1.438749491
16.81,1734.116966,1438.745395,1.734116966,1.438745395
16.82,1734.489702,1438.745395,1.734489702,1.438745395
16.83,1734.755942,1438.745395,1.734755942,1.438745395
16.84,1735.022182,1438.745395,1.735022182,1.438745395
16.85,1735.288422,1438.745395,1.735288422,1.438745395
16.86,1735.661158,1438.752768,1.735661158,1.438752768
16.87,1735.714406,1438.752768,1.735714406,1.438752768
16.88,1735.87415,1438.752768,1.73587415,1.438752768
16.89,1736.033894,1438.752768,1.736033894,1.438752768
16.9,1736.246886,1438.752768,1.736246886,1.438752768
16.91,1736.568013,1438.754406,1.736568013,1.438754406
16.92,1736.834253,1438.756045,1.736834253,1.438756045
16.93,1736.940749,1438.756045,1.736940749,1.438756045
16.94,1737.100493,1438.756045,1.737100493,1.438756045
16.95,1737.366733,1438.756045,1.737366733,1.438756045
16.96,1737.792717,1438.756045,1.737792717,1.438756045
16.97,1738.058957,1438.751949,1.738058957,1.438751949
16.98,1738.271949,1438.755226,1.738271949,1.438755226
16.99,1738.539008,1438.755226,1.738539008,1.438755226
17,1738.698752,1438.755226,1.738698752,1.438755226
17.01,1738.805248,1438.755226,1.738805248,1.438755226
17.02,1739.124736,1438.755226,1.739124736,1.438755226
17.03,1739.231232,1438.755226,1.739231232,1.438755226
17.04,1739.552358,1438.755226,1.739552358,1.438755226
17.05,1739.818598,1438.75113,1.739818598,1.43875113
17.06,1739.978342,1438.75113,1.739978342,1.43875113
17.07,1740.29783,1438.757683,1.74029783,1.438757683
17.08,1740.457574,1438.757683,1.740457574,1.438757683
17.09,1740.83031,1438.757683,1.74083031,1.438757683
17.1,1741.043302,1438.757683,1.741043302,1.438757683
17.11,1741.336576,1438.757683,1.741336576,1.438757683
17.12,1741.497958,1438.757683,1.741497958,1.438757683
17.13,1741.657702,1438.757683,1.741657702,1.438757683
17.14,1741.870694,1438.757683,1.741870694,1.438757683
17.15,1741.97719,1438.76096,1.74197719,1.43876096
17.16,1742.245069,1438.76096,1.742245069,1.43876096
17.17,1742.617805,1438.764237,1.742617805,1.438764237
17.18,1742.884045,1438.764237,1.742884045,1.438764237
17.19,1743.043789,1438.764237,1.743043789,1.438764237
17.2,1743.311667,1438.767514,1.743311667,1.438767514
17.21,1743.631155,1438.767514,1.743631155,1.438767514
17.22,1743.790899,1438.767514,1.743790899,1.438767514
17.23,1744.057139,1438.767514,1.744057139,1.438767514
17.24,1744.483123,1438.767514,1.744483123,1.438767514
17.25,1744.642867,1438.763418,1.744642867,1.438763418
17.26,1744.909107,1438.763418,1.744909107,1.438763418
17.27,1745.015603,1438.763418,1.745015603,1.438763418
17.28,1745.122099,1438.763418,1.745122099,1.438763418
17.29,1745.388339,1438.763418,1.745388339,1.438763418
17.3,1745.814323,1438.796186,1.745814323,1.438796186
17.31,1746.133811,1438.796186,1.746133811,1.438796186
17.32,1746.346803,1438.796186,1.746346803,1.438796186
17.33,1746.640077,1438.796186,1.746640077,1.438796186
17.34,1747.012813,1438.796186,1.747012813,1.438796186
17.35,1747.039846,1438.799462,1.747039846,1.438799462
17.36,1747.19959,1438.796186,1.74719959,1.438796186
17.37,1747.412582,1438.797005,1.747412582,1.438797005
17.38,1747.678822,1438.799462,1.747678822,1.438799462
17.39,1748.26455,1438.799462,1.74826455,1.438799462
17.4,1748.424294,1438.799462,1.748424294,1.438799462
17.41,1748.584038,1438.796186,1.748584038,1.438796186
17.42,1748.850278,1438.801101,1.748850278,1.438801101
17.43,1749.116518,1438.801101,1.749116518,1.438801101
17.44,1749.223014,1438.801101,1.749223014,1.438801101
17.45,1749.459763,1438.801101,1.749459763,1.438801101
17.46,1749.672755,1438.804378,1.749672755,1.438804378
17.47,1750.020915,1438.804378,1.750020915,1.438804378
17.48,1750.471475,1438.806016,1.750471475,1.438806016
17.49,1750.684467,1438.807654,1.750684467,1.438807654
17.5,1750.790963,1438.807654,1.750790963,1.438807654
17.51,1750.950707,1438.810931,1.750950707,1.438810931
17.52,1751.137485,1438.815846,1.751137485,1.438815846
17.53,1751.350477,1438.815846,1.751350477,1.438815846
17.54,1751.723213,1438.815846,1.751723213,1.438815846
17.55,1751.989453,1438.815846,1.751989453,1.438815846
17.56,1752.362189,1438.81257,1.752362189,1.43881257
17.57,1752.521933,1438.81257,1.752521933,1.43881257
17.58,1752.734925,1438.809293,1.752734925,1.438809293
17.59,1753.002803,1438.809293,1.753002803,1.438809293
17.6,1753.109299,1438.809293,1.753109299,1.438809293
17.61,1753.269043,1438.809293,1.753269043,1.438809293
17.62,1753.562317,1438.809293,1.753562317,1.438809293
17.63,1753.828557,1438.809293,1.753828557,1.438809293
17.64,1754.148045,1438.809293,1.754148045,1.438809293
17.65,1754.307789,1438.809293,1.754307789,1.438809293
17.66,1754.627277,1438.81257,1.754627277,1.43881257
17.67,1754.840269,1438.81257,1.754840269,1.43881257
17.68,1755.374387,1438.814208,1.755374387,1.438814208
17.69,1755.427635,1438.815846,1.755427635,1.438815846
17.7,1755.587379,1438.815846,1.755587379,1.438815846
17.71,1755.693875,1438.815846,1.755693875,1.438815846
17.72,1755.960115,1438.819123,1.755960115,1.438819123
17.73,1756.226355,1438.8224,1.756226355,1.4388224
17.74,1756.439347,1438.8224,1.756439347,1.4388224
17.75,1756.812083,1438.8224,1.756812083,1.4388224
17.76,1757.078323,1438.8224,1.757078323,1.4388224
17.77,1757.238067,1438.8224,1.757238067,1.4388224
17.78,1757.39945,1438.8224,1.75739945,1.4388224
17.79,1757.612442,1438.8224,1.757612442,1.4388224
17.8,1757.825434,1438.8224,1.757825434,1.4388224
17.81,1757.93193,1438.825677,1.75793193,1.438825677
17.82,1758.4128,1438.825677,1.7584128,1.438825677
17.83,1758.599578,1438.825677,1.758599578,1.438825677
17.84,1758.973952,1438.830592,1.758973952,1.438830592
17.85,1759.16073,1438.830592,1.75916073,1.438830592
17.86,1759.507251,1438.827315,1.759507251,1.438827315
17.87,1759.720243,1438.827315,1.759720243,1.438827315
17.88,1759.907021,1438.827315,1.759907021,1.438827315
17.89,1760.120013,1438.827315,1.760120013,1.438827315
17.9,1760.333005,1438.827315,1.760333005,1.438827315
17.91,1760.652493,1438.824038,1.760652493,1.438824038
17.92,1760.758989,1438.824038,1.760758989,1.438824038
17.93,1761.078477,1438.824038,1.761078477,1.438824038
17.94,1761.238221,1438.824038,1.761238221,1.438824038
17.95,1761.610957,1438.825677,1.761610957,1.438825677
17.96,1761.877197,1438.831411,1.761877197,1.438831411
17.97,1762.090189,1438.829773,1.762090189,1.438829773
17.98,1762.356429,1438.829773,1.762356429,1.438829773
17.99,1762.569421,1438.829773,1.762569421,1.438829773
18,1762.729165,1438.829773,1.762729165,1.438829773
18.01,1762.883174,1438.831411,1.762883174,1.438831411
18.02,1763.149414,1438.831411,1.763149414,1.438831411
18.03,1763.415654,1438.83305,1.763415654,1.43883305
18.04,1763.575398,1438.864179,1.763575398,1.438864179
18.05,1763.948134,1438.869914,1.763948134,1.438869914
18.06,1764.374118,1438.869914,1.764374118,1.438869914
18.07,1764.58711,1438.871552,1.76458711,1.438871552
18.08,1764.85335,1438.87319,1.76485335,1.43887319
18.09,1764.85335,1438.87319,1.76485335,1.43887319
18.1,1764.959846,1438.87319,1.764959846,1.43887319
18.11,1765.279334,1438.87319,1.765279334,1.43887319
18.12,1765.758566,1438.874829,1.765758566,1.438874829
18.13,1765.91831,1438.874829,1.76591831,1.438874829
18.14,1766.18455,1438.875648,1.76618455,1.438875648
18.15,1766.344294,1438.876467,1.766344294,1.438876467
18.16,1766.45079,1438.877286,1.76645079,1.438877286
18.17,1766.823526,1438.881382,1.766823526,1.438881382
18.18,1767.143014,1438.881382,1.767143014,1.438881382
18.19,1767.302758,1438.881382,1.767302758,1.438881382
18.2,1767.728742,1438.881382,1.767728742,1.438881382
18.21,1768.04823,1438.881382,1.76804823,1.438881382
18.22,1768.101478,1438.881382,1.768101478,1.438881382
18.23,1768.154726,1438.907597,1.768154726,1.438907597
18.24,1768.474214,1438.960845,1.768474214,1.438960845
18.25,1768.84695,1438.960845,1.76884695,1.438960845
18.26,1769.326182,1438.987059,1.769326182,1.438987059
18.27,1769.592422,1439.01655,1.769592422,1.43901655
18.28,1769.91191,1439.01655,1.76991191,1.43901655
18.29,1770.231398,1439.01655,1.770231398,1.43901655
18.3,1770.605773,1439.01655,1.770605773,1.43901655
18.31,1770.925261,1439.01655,1.770925261,1.43901655
18.32,1771.031757,1439.01655,1.771031757,1.43901655
18.33,1771.404493,1439.01655,1.771404493,1.43901655
18.34,1771.887002,1439.01655,1.771887002,1.43901655
18.35,1772.312986,1439.01655,1.772312986,1.43901655
18.36,1772.73897,1439.028019,1.77273897,1.439028019
18.37,1773.00521,1439.028019,1.77300521,1.439028019
18.38,1773.27145,1439.028019,1.77327145,1.439028019
18.39,1773.644186,1439.028019,1.773644186,1.439028019
18.4,1773.910426,1439.028019,1.773910426,1.439028019
18.41,1774.283162,1439.028019,1.774283162,1.439028019
18.42,1774.655898,1439.028019,1.774655898,1.439028019
18.43,1774.922138,1439.028019,1.774922138,1.439028019
18.44,1775.509504,1439.028019,1.775509504,1.439028019
18.45,1775.856026,1439.028019,1.775856026,1.439028019
18.46,1776.362291,1439.028019,1.776362291,1.439028019
18.47,1776.628531,1439.028019,1.776628531,1.439028019
18.48,1776.702259,1439.028019,1.776702259,1.439028019
18.49,1777.321574,1439.032934,1.777321574,1.439032934
18.5,1777.641062,1439.032934,1.777641062,1.439032934
18.51,1777.908941,1439.032934,1.777908941,1.439032934
18.52,1778.228429,1439.032934,1.778228429,1.439032934
18.53,1778.494669,1439.032934,1.778494669,1.439032934
18.54,1778.973901,1439.028838,1.778973901,1.439028838
18.55,1779.426918,1439.028838,1.779426918,1.439028838
18.56,1779.586662,1439.028838,1.779586662,1.439028838
18.57,1779.852902,1439.028838,1.779852902,1.439028838
18.58,1780.065894,1439.028838,1.780065894,1.439028838
18.59,1780.385382,1439.024742,1.780385382,1.439024742
18.6,1780.598374,1439.028019,1.780598374,1.439028019
18.61,1780.758118,1439.028019,1.780758118,1.439028019
18.62,1781.130854,1439.028019,1.781130854,1.439028019
18.63,1781.556838,1439.028019,1.781556838,1.439028019
18.64,1781.76983,1439.031296,1.78176983,1.439031296
18.65,1781.982822,1439.031296,1.781982822,1.439031296
18.66,1782.30231,1439.031296,1.78230231,1.439031296
18.67,1782.621798,1439.031296,1.782621798,1.439031296
18.68,1782.621798,1439.0272,1.782621798,1.4390272
18.69,1782.781542,1439.032115,1.782781542,1.439032115
18.7,1782.994534,1439.033754,1.782994534,1.439033754
18.71,1783.314022,1439.033754,1.783314022,1.439033754
18.72,1783.740006,1439.029658,1.783740006,1.439029658
18.73,1784.006246,1439.029658,1.784006246,1.439029658
18.74,1784.16599,1439.029658,1.78416599,1.439029658
18.75,1784.43223,1439.029658,1.78443223,1.439029658
18.76,1784.593613,1439.029658,1.784593613,1.439029658
18.77,1784.859853,1439.029658,1.784859853,1.439029658
18.78,1785.126093,1439.036211,1.785126093,1.439036211
18.79,1785.392333,1439.036211,1.785392333,1.439036211
18.8,1785.57911,1439.036211,1.78557911,1.439036211
18.81,1785.898598,1439.039488,1.785898598,1.439039488
18.82,1786.005094,1439.042765,1.786005094,1.439042765
18.83,1786.324582,1439.042765,1.786324582,1.439042765
18.84,1786.698957,1439.042765,1.786698957,1.439042765
18.85,1786.913587,1439.039488,1.786913587,1.439039488
18.86,1787.179827,1439.039488,1.787179827,1.439039488
18.87,1787.286323,1439.039488,1.787286323,1.439039488
18.88,1787.339571,1439.039488,1.787339571,1.439039488
18.89,1787.765555,1439.039488,1.787765555,1.439039488
18.9,1788.085043,1439.039488,1.788085043,1.439039488
18.91,1788.404531,1439.036211,1.788404531,1.439036211
18.92,1788.830515,1439.036211,1.788830515,1.439036211
18.93,1788.990259,1439.039488,1.788990259,1.439039488
18.94,1789.043507,1439.041126,1.789043507,1.439041126
18.95,1789.362995,1439.044403,1.789362995,1.439044403
18.96,1789.522739,1439.044403,1.789522739,1.439044403
18.97,1789.735731,1439.041126,1.789735731,1.439041126
18.98,1790.055219,1439.041126,1.790055219,1.439041126
18.99,1790.268211,1439.041126,1.790268211,1.439041126
19,1790.640947,1439.041126,1.790640947,1.439041126
19.01,1790.800691,1439.044403,1.790800691,1.439044403
19.02,1791.120179,1439.048499,1.791120179,1.439048499
19.03,1791.386419,1439.051776,1.791386419,1.439051776
19.04,1791.652659,1439.051776,1.791652659,1.439051776
19.05,1791.918899,1439.051776,1.791918899,1.439051776
19.06,1792.398131,1439.051776,1.792398131,1.439051776
19.07,1792.66601,1439.055053,1.79266601,1.439055053
19.08,1793.040384,1439.051776,1.793040384,1.439051776
19.09,1793.200128,1439.051776,1.793200128,1.439051776
19.1,1793.67936,1439.051776,1.79367936,1.439051776
19.11,1793.9456,1439.051776,1.7939456,1.439051776
19.12,1794.105344,1439.051776,1.794105344,1.439051776
19.13,1794.531328,1439.051776,1.794531328,1.439051776
19.14,1794.588672,1439.055053,1.794588672,1.439055053
19.15,1794.904064,1439.055053,1.794904064,1.439055053
19.16,1795.2768,1439.051776,1.7952768,1.439051776
19.17,1795.596288,1439.051776,1.795596288,1.439051776
19.18,1796.07552,1439.055053,1.79607552,1.439055053
19.19,1796.288512,1439.055053,1.796288512,1.439055053
19.2,1796.554752,1439.055053,1.796554752,1.439055053
19.21,1796.927488,1439.051776,1.796927488,1.439051776
19.22,1797.353472,1439.051776,1.797353472,1.439051776
19.23,1797.67296,1439.051776,1.79767296,1.439051776
19.24,1797.832704,1439.051776,1.797832704,1.439051776
19.25,1798.098944,1439.051776,1.798098944,1.439051776
19.26,1798.365184,1439.055053,1.798365184,1.439055053
19.27,1798.979584,1439.05833,1.798979584,1.43905833
19.28,1799.2704,1439.05833,1.7992704,1.43905833
19.29,1799.483392,1439.05833,1.799483392,1.43905833
19.3,1799.80288,1439.05833,1.79980288,1.43905833
19.31,1799.962624,1439.061606,1.799962624,1.439061606
19.32,1800.175616,1439.05833,1.800175616,1.43905833
19.33,1800.548352,1439.05833,1.800548352,1.43905833
19.34,1800.708096,1439.059968,1.800708096,1.439059968
19.35,1800.814592,1439.059968,1.800814592,1.439059968
19.36,1801.13408,1439.059968,1.80113408,1.439059968
19.37,1801.40032,1439.064883,1.80140032,1.439064883
19.38,1801.613312,1439.064883,1.801613312,1.439064883
19.39,1801.773056,1439.064883,1.801773056,1.439064883
19.4,1802.145792,1439.064883,1.802145792,1.439064883
19.41,1802.252288,1439.064883,1.802252288,1.439064883
19.42,1802.358784,1439.06816,1.802358784,1.43906816
19.43,1802.46528,1439.06816,1.80246528,1.43906816
19.44,1802.784768,1439.071437,1.802784768,1.439071437
19.45,1803.104256,1439.071437,1.803104256,1.439071437
19.46,1803.531878,1439.071437,1.803531878,1.439071437
19.47,1803.74487,1439.076352,1.80374487,1.439076352
19.48,1803.957862,1439.076352,1.803957862,1.439076352
19.49,1804.225741,1439.076352,1.804225741,1.439076352
19.5,1804.332237,1439.076352,1.804332237,1.439076352
19.51,1804.491981,1439.076352,1.804491981,1.439076352
19.52,1804.651725,1439.073075,1.804651725,1.439073075
19.53,1805.026099,1439.073075,1.805026099,1.439073075
19.54,1805.239091,1439.073075,1.805239091,1.439073075
19.55,1805.668352,1439.069798,1.805668352,1.439069798
19.56,1805.881344,1439.066522,1.805881344,1.439066522
19.57,1806.041088,1439.066522,1.806041088,1.439066522
19.58,1806.313882,1439.066522,1.806313882,1.439066522
19.59,1806.467072,1439.066522,1.806467072,1.439066522
19.6,1806.733312,1439.073075,1.806733312,1.439073075
19.61,1807.006106,1439.073894,1.807006106,1.439073894
19.62,1807.346074,1439.077171,1.807346074,1.439077171
19.63,1807.559066,1439.077171,1.807559066,1.439077171
19.64,1807.825306,1439.077171,1.807825306,1.439077171
19.65,1807.931802,1439.07881,1.807931802,1.43907881
19.66,1808.25129,1439.084544,1.80825129,1.439084544
19.67,1808.51753,1439.084544,1.80851753,1.439084544
19.68,1808.917299,1439.084544,1.808917299,1.439084544
19.69,1809.023795,1439.08864,1.809023795,1.43908864
19.7,1809.183539,1439.089459,1.809183539,1.439089459
19.71,1809.396531,1439.089459,1.809396531,1.439089459
19.72,1809.716019,1439.094374,1.809716019,1.439094374
19.73,1809.983078,1439.094374,1.809983078,1.439094374
19.74,1810.142822,1439.123046,1.810142822,1.439123046
19.75,1810.622054,1439.175475,1.810622054,1.439175475
19.76,1810.835046,1439.280333,1.810835046,1.439280333
19.77,1811.048038,1439.335219,1.811048038,1.439335219
19.78,1811.314278,1439.492506,1.811314278,1.439492506
19.79,1811.367526,1439.545754,1.811367526,1.439545754
19.8,1811.580518,1439.760384,1.811580518,1.439760384
19.81,1811.79351,1439.760384,1.81179351,1.439760384
19.82,1812.05975,1439.760384,1.81205975,1.439760384
19.83,1812.32599,1439.760384,1.81232599,1.439760384
19.84,1812.645478,1439.760384,1.812645478,1.439760384
19.85,1812.992,1439.760384,1.812992,1.439760384
19.86,1813.204992,1439.760384,1.813204992,1.439760384
19.87,1813.39177,1439.760384,1.81339177,1.439760384
19.88,1813.551514,1439.760384,1.813551514,1.439760384
19.89,1813.92425,1439.760384,1.81392425,1.439760384
19.9,1814.039757,1439.760384,1.814039757,1.439760384
19.91,1814.243738,1439.760384,1.814243738,1.439760384
19.92,1814.45673,1439.760384,1.81445673,1.439760384
19.93,1814.776218,1439.760384,1.814776218,1.439760384
19.94,1815.095706,1439.765299,1.815095706,1.439765299
19.95,1815.302963,1439.765299,1.815302963,1.439765299
19.96,1815.622451,1439.761203,1.815622451,1.439761203
19.97,1815.728947,1439.761203,1.815728947,1.439761203
19.98,1815.941939,1439.761203,1.815941939,1.439761203
19.99,1816.149197,1439.761203,1.816149197,1.439761203
