transitions,memory(MB),memory(MB),memory(GB),memory(GB)
100.79,1903.720858,1235.710771,1.903720858,1.235710771
100.8,1903.716762,1235.708314,1.903716762,1.235708314
100.81,1903.712666,1235.762381,1.903712666,1.235762381
100.82,1903.70857,1235.866419,1.90370857,1.235866419
100.83,1903.69792,1235.964723,1.90369792,1.235964723
100.84,1903.691366,1236.301414,1.903691366,1.236301414
100.85,1903.683174,1236.538982,1.903683174,1.236538982
100.86,1903.678259,1236.538982,1.903678259,1.236538982
100.87,1903.670886,1236.116275,1.903670886,1.236116275
100.88,1903.665152,1236.107264,1.903665152,1.236107264
100.89,1903.658598,1236.103987,1.903658598,1.236103987
100.9,1903.654502,1236.10153,1.903654502,1.23610153
100.91,1903.64631,1236.096614,1.90364631,1.236096614
100.92,1903.695462,1236.12201,1.903695462,1.23612201
100.93,1903.80032,1236.257178,1.90380032,1.236257178
100.94,1903.793766,1236.413645,1.903793766,1.236413645
100.95,1903.785574,1236.641382,1.903785574,1.236641382
100.96,1903.77984,1236.973158,1.90377984,1.236973158
100.97,1903.774106,1237.231206,1.903774106,1.237231206
100.98,1903.76919,1237.348352,1.90376919,1.237348352
100.99,1903.761818,1237.127987,1.903761818,1.237127987
101,1903.756902,1236.907622,1.903756902,1.236907622
101.01,1903.753626,1236.906803,1.903753626,1.236906803
101.02,1903.74871,1236.903526,1.90374871,1.236903526
101.03,1903.743795,1236.901888,1.903743795,1.236901888
101.04,1903.741338,1236.904346,1.903741338,1.236904346
101.05,1903.739699,1237.062451,1.903739699,1.237062451
101.06,1903.733965,1237.164032,1.903733965,1.237164032
101.07,1903.729869,1237.431091,1.903729869,1.237431091
101.08,1903.725773,1237.80137,1.903725773,1.23780137
101.09,1903.720038,1238.100378,1.903720038,1.238100378
101.1,1903.715123,1237.945549,1.903715123,1.237945549
101.11,1903.711027,1237.939814,1.903711027,1.237939814
101.12,1903.705293,1237.936538,1.903705293,1.237936538
101.13,1903.701197,1237.935718,1.903701197,1.237935718
101.14,1903.69792,1237.933261,1.90369792,1.237933261
101.15,1903.688909,1237.932442,1.903688909,1.237932442
101.16,1903.697101,1237.989786,1.903697101,1.237989786
101.17,1903.689728,1238.03648,1.903689728,1.23803648
101.18,1903.679898,1238.146253,1.903679898,1.238146253
101.19,1903.67744,1238.373171,1.90367744,1.238373171
101.2,1903.673344,1238.535373,1.903673344,1.238535373
101.21,1903.732326,1238.700032,1.903732326,1.238700032
101.22,1903.863398,1238.482944,1.903863398,1.238482944
101.23,1903.927296,1238.211789,1.903927296,1.238211789
101.24,1904.045261,1238.21097,1.904045261,1.23821097
101.25,1904.151757,1238.21015,1.904151757,1.23821015
101.26,1904.167322,1238.206874,1.904167322,1.238206874
101.27,1904.164864,1238.207693,1.904164864,1.238207693
101.28,1904.164045,1238.283878,1.904164045,1.238283878
101.29,1904.164045,1238.535373,1.904164045,1.238535373
101.3,1904.175514,1238.879437,1.904175514,1.238879437
101.31,1904.175514,1239.105536,1.904175514,1.239105536
101.32,1904.172237,1239.45943,1.904172237,1.23945943
101.33,1904.166502,1239.345562,1.904166502,1.239345562
101.34,1904.163226,1239.342285,1.904163226,1.239342285
101.35,1904.265626,1239.341466,1.904265626,1.239341466
101.36,1904.315597,1239.340646,1.904315597,1.239340646
101.37,1904.432742,1239.339008,1.904432742,1.239339008
101.38,1904.499098,1239.334093,1.904499098,1.239334093
101.39,1904.494182,1239.333274,1.904494182,1.239333274
101.4,1904.514662,1239.476634,1.904514662,1.239476634
101.41,1904.522854,1239.666688,1.904522854,1.239666688
101.42,1904.516301,1240.027136,1.904516301,1.240027136
101.43,1904.510566,1240.409702,1.904510566,1.240409702
101.44,1904.503194,1240.607949,1.904503194,1.240607949
101.45,1904.49664,1240.609587,1.90449664,1.240609587
101.46,1904.493363,1240.605491,1.904493363,1.240605491
101.47,1904.490086,1240.593203,1.904490086,1.240593203
101.48,1904.485171,1240.591565,1.904485171,1.240591565
101.49,1904.530227,1240.589926,1.904530227,1.240589926
101.5,1904.576102,1240.585011,1.904576102,1.240585011
101.51,1904.761242,1240.587469,1.904761242,1.240587469
101.52,1904.996352,1240.58665,1.904996352,1.24058665
101.53,1905.232282,1240.58583,1.905232282,1.24058583
101.54,1905.431347,1240.576819,1.905431347,1.240576819
101.55,1905.536205,1240.856166,1.905536205,1.240856166
101.56,1905.69513,1241.151898,1.90569513,1.241151898
101.57,1905.826202,1241.373901,1.905826202,1.241373901
101.58,1905.877811,1241.14944,1.905877811,1.24114944
101.59,1905.913856,1241.146982,1.905913856,1.241146982
101.6,1905.937613,1241.141248,1.905937613,1.241141248
101.61,1905.989222,1241.137971,1.905989222,1.241137971
101.62,1906.012979,1241.130598,1.906012979,1.241130598
101.63,1906.036736,1241.140429,1.906036736,1.241140429
101.64,1906.059674,1241.322291,1.906059674,1.241322291
101.65,1906.054758,1241.516442,1.906054758,1.241516442
101.66,1906.046566,1241.86624,1.906046566,1.24186624
101.67,1906.04247,1242.237338,1.90604247,1.242237338
101.68,1906.034278,1242.474906,1.906034278,1.242474906
101.69,1906.030182,1242.567475,1.906030182,1.242567475
101.7,1906.02199,1242.568294,1.90602199,1.242568294
101.71,1906.01216,1242.567475,1.90601216,1.242567475
101.72,1906.006426,1242.560102,1.906006426,1.242560102
101.73,1905.994957,1242.66496,1.905994957,1.24266496
101.74,1906.044109,1242.728038,1.906044109,1.242728038
101.75,1906.198118,1242.782925,1.906198118,1.242782925
101.76,1906.297242,1242.883686,1.906297242,1.242883686
101.77,1906.533171,1243.16713,1.906533171,1.24316713
101.78,1906.729779,1243.498086,1.906729779,1.243498086
101.79,1906.940314,1243.814298,1.906940314,1.243814298
101.8,1907.191808,1243.380941,1.907191808,1.243380941
101.81,1907.42528,1243.376845,1.90742528,1.243376845
101.82,1907.826688,1243.373568,1.907826688,1.243373568
101.83,1908.085555,1243.369472,1.908085555,1.243369472
101.84,1908.272333,1243.501363,1.908272333,1.243501363
101.85,1908.522189,1243.60704,1.908522189,1.24360704
101.86,1908.727808,1243.741389,1.908727808,1.243741389
101.87,1908.794163,1243.735654,1.908794163,1.243735654
101.88,1908.875264,1244.105933,1.908875264,1.244105933
101.89,1908.885914,1244.452454,1.908885914,1.244452454
101.9,1909.075149,1244.670362,1.909075149,1.244670362
101.91,1909.210317,1244.666266,1.909210317,1.244666266
101.92,1909.356954,1244.503245,1.909356954,1.244503245
101.93,1909.515059,1244.608102,1.909515059,1.244608102
101.94,1909.578138,1244.66135,1.909578138,1.24466135
101.95,1909.660058,1244.767027,1.909660058,1.244767027
101.96,1909.684634,1244.872704,1.909684634,1.244872704
101.97,1909.724774,1244.875981,1.909724774,1.244875981
101.98,1909.761638,1244.423782,1.909761638,1.244423782
101.99,1909.771469,1244.531917,1.909771469,1.244531917
102,1909.778842,1244.800614,1.909778842,1.244800614
102.01,1909.771469,1245.025894,1.909771469,1.245025894
102.02,1909.766554,1244.591718,1.909766554,1.244591718
102.03,1909.76,1244.645786,1.90976,1.244645786
102.04,1909.756723,1244.699034,1.909756723,1.244699034
102.05,1909.748531,1244.809626,1.909748531,1.244809626
102.06,1909.744435,1244.86697,1.909744435,1.24486697
102.07,1909.737882,1244.976742,1.909737882,1.244976742
102.08,1909.782938,1245.033267,1.909782938,1.245033267
102.09,1909.91319,1245.033267,1.90991319,1.245033267
102.1,1909.969715,1245.19465,1.909969715,1.24519465
102.11,1910.102426,1245.307699,1.910102426,1.245307699
102.12,1910.313779,1245.477274,1.910313779,1.245477274
102.13,1910.553805,1245.263462,1.910553805,1.245263462
102.14,1910.858547,1245.046374,1.910858547,1.245046374
102.15,1911.220634,1245.047194,1.911220634,1.245047194
102.16,1911.45984,1245.047194,1.91145984,1.245047194
102.17,1911.749018,1245.047194,1.911749018,1.245047194
102.18,1912.170086,1244.827648,1.912170086,1.244827648
102.19,1912.344576,1244.878438,1.912344576,1.244878438
102.2,1912.579686,1244.981658,1.912579686,1.244981658
102.21,1912.605082,1245.034906,1.912605082,1.245034906
102.22,1912.736973,1245.142221,1.912736973,1.245142221
102.23,1912.911462,1245.248717,1.912911462,1.245248717
102.24,1913.004851,1245.304422,1.913004851,1.245304422
102.25,1913.135923,1245.304422,1.913135923,1.245304422
102.26,1913.294029,1245.35849,1.913294029,1.24535849
102.27,1913.391514,1245.464986,1.913391514,1.245464986
102.28,1913.402163,1245.524787,1.913402163,1.245524787
102.29,1913.427558,1245.099622,1.913427558,1.245099622
102.3,1913.439846,1245.099622,1.913439846,1.245099622
102.31,1913.438208,1245.099622,1.913438208,1.245099622
102.32,1913.431654,1245.099622,1.913431654,1.245099622
102.33,1913.426739,1245.096346,1.913426739,1.245096346
102.34,1913.421824,1245.089792,1.913421824,1.245089792
102.35,1913.417728,1245.089792,1.913417728,1.245089792
102.36,1913.413632,1244.983296,1.913413632,1.244983296
102.37,1913.407078,1245.086515,1.913407078,1.245086515
102.38,1913.400525,1245.139763,1.913400525,1.245139763
102.39,1913.393152,1245.246259,1.913393152,1.245246259
102.4,1913.401344,1245.249536,1.913401344,1.245249536
102.41,1913.396429,1245.249536,1.913396429,1.245249536
102.42,1913.390694,1245.249536,1.913390694,1.245249536
102.43,1913.502925,1245.306061,1.913502925,1.245306061
102.44,1913.616794,1245.312614,1.913616794,1.245312614
102.45,1913.70281,1245.10208,1.91370281,1.24510208
102.46,1913.833882,1244.994765,1.913833882,1.244994765
102.47,1914.059162,1245.048013,1.914059162,1.245048013
102.48,1914.335232,1245.048013,1.914335232,1.245048013
102.49,1914.591642,1245.048013,1.914591642,1.245048013
102.5,1914.897203,1244.821094,1.914897203,1.244821094
102.51,1915.201946,1244.821094,1.915201946,1.244821094
102.52,1915.537818,1244.875162,1.915537818,1.244875162
102.53,1915.86304,1244.981658,1.91586304,1.244981658
102.54,1916.042445,1245.088973,1.916042445,1.245088973
102.55,1916.207923,1245.142221,1.916207923,1.245142221
102.56,1916.396339,1245.248717,1.916396339,1.245248717
102.57,1916.490547,1245.304422,1.916490547,1.245304422
102.58,1916.650291,1245.35849,1.916650291,1.24535849
102.59,1916.781363,1245.411738,1.916781363,1.245411738
102.6,1916.874752,1245.319987,1.916874752,1.245319987
102.61,1916.956672,1245.319987,1.916956672,1.245319987
102.62,1916.982886,1245.102899,1.916982886,1.245102899
102.63,1916.995174,1245.102899,1.916995174,1.245102899
102.64,1917.007462,1245.102899,1.917007462,1.245102899
102.65,1917.032038,1245.102899,1.917032038,1.245102899
102.66,1917.044326,1244.83584,1.917044326,1.24483584
102.67,1917.054157,1244.82601,1.917054157,1.24482601
102.68,1917.066445,1244.930048,1.917066445,1.244930048
102.69,1917.064806,1244.983296,1.917064806,1.244983296
102.7,1917.06071,1245.090611,1.91706071,1.245090611
102.71,1917.055795,1245.197107,1.917055795,1.245197107
102.72,1917.05088,1245.254451,1.91705088,1.245254451
102.73,1917.043507,1245.254451,1.917043507,1.245254451
102.74,1917.036954,1245.308518,1.917036954,1.245308518
102.75,1917.0304,1245.415014,1.9170304,1.245415014
102.76,1917.024666,1245.52151,1.917024666,1.24552151
102.77,1917.12297,1245.584589,1.91712297,1.245584589
102.78,1917.168026,1245.427302,1.917168026,1.245427302
102.79,1917.301555,1245.424026,1.917301555,1.245424026
102.8,1917.363814,1245.424026,1.917363814,1.245424026
102.81,1917.477683,1245.414195,1.917477683,1.245414195
102.82,1917.781606,1245.410918,1.917781606,1.245410918
102.83,1918.036378,1245.410918,1.918036378,1.245410918
102.84,1918.246912,1245.410918,1.918246912,1.245410918
102.85,1918.499226,1245.410918,1.918499226,1.245410918
102.86,1918.738432,1245.410918,1.918738432,1.245410918
102.87,1919.090688,1245.518234,1.919090688,1.245518234
102.88,1919.347917,1245.571482,1.919347917,1.245571482
102.89,1919.562547,1245.626368,1.919562547,1.245626368
102.9,1919.858278,1245.625549,1.919858278,1.245625549
102.91,1920.05161,1245.635379,1.92005161,1.245635379
102.92,1920.182682,1245.695181,1.920182682,1.245695181
102.93,1920.315392,1245.695181,1.920315392,1.245695181
102.94,1920.331776,1245.698458,1.920331776,1.245698458
102.95,1920.503808,1245.698458,1.920503808,1.245698458
102.96,1920.717619,1245.91145,1.920717619,1.24591145
102.97,1921.225523,1246.284186,1.921225523,1.246284186
102.98,1921.840742,1246.603674,1.921840742,1.246603674
102.99,1922.229862,1246.656922,1.922229862,1.246656922
103,1922.820506,1246.763418,1.922820506,1.246763418
103.01,1923.383296,1246.763418,1.923383296,1.246763418
103.02,1923.733094,1246.763418,1.923733094,1.246763418
103.03,1924.042752,1246.763418,1.924042752,1.246763418
103.04,1924.191846,1246.763418,1.924191846,1.246763418
103.05,1924.261478,1246.287462,1.924261478,1.246287462
103.06,1924.330291,1245.859021,1.924330291,1.245859021
103.07,1924.369613,1245.854106,1.924369613,1.245854106
103.08,1924.366336,1245.201203,1.924366336,1.245201203
103.09,1924.390912,1244.720333,1.924390912,1.244720333
103.1,1924.400742,1244.720333,1.924400742,1.244720333
103.11,1924.412211,1244.716237,1.924412211,1.244716237
103.12,1924.421222,1244.716237,1.924421222,1.244716237
103.13,1924.431872,1244.715418,1.924431872,1.244715418
103.14,1924.442522,1244.768666,1.924442522,1.244768666
103.15,1924.45399,1244.873523,1.92445399,1.244873523
103.16,1924.465459,1244.980838,1.924465459,1.244980838
103.17,1924.476109,1245.198746,1.924476109,1.245198746
103.18,1924.486758,1245.365862,1.924486758,1.245365862
103.19,1924.483482,1245.41911,1.924483482,1.24541911
103.2,1924.482662,1245.473178,1.924482662,1.245473178
103.21,1924.478566,1245.476454,1.924478566,1.245476454
103.22,1924.476109,1245.476454,1.924476109,1.245476454
103.23,1924.468736,1245.041459,1.924468736,1.245041459
103.24,1924.460544,1244.824371,1.924460544,1.244824371
103.25,1924.45481,1244.823552,1.92445481,1.244823552
103.26,1924.449894,1244.821914,1.924449894,1.244821914
103.27,1924.444979,1244.826829,1.924444979,1.244826829
103.28,1924.219699,1244.826829,1.924219699,1.244826829
103.29,1924.213965,1244.933325,1.924213965,1.244933325
103.3,1924.205773,1245.007872,1.924205773,1.245007872
103.31,1924.200858,1245.167616,1.924200858,1.245167616
103.32,1924.196762,1245.325722,1.924196762,1.245325722
103.33,1924.189389,1245.547725,1.924189389,1.245547725
103.34,1924.185293,1245.156147,1.924185293,1.245156147
103.35,1924.181197,1244.931686,1.924181197,1.244931686
103.36,1924.171366,1244.943155,1.924171366,1.244943155
103.37,1924.178739,1244.942336,1.924178739,1.244942336
103.38,1924.16727,1244.939878,1.92416727,1.244939878
103.39,1924.164813,1244.939878,1.924164813,1.244939878
103.4,1924.159898,1245.046374,1.924159898,1.245046374
103.41,1924.153344,1245.097165,1.924153344,1.245097165
103.42,1924.255744,1245.256909,1.924255744,1.245256909
103.43,1924.457267,1245.469901,1.924457267,1.245469901
103.44,1924.774298,1245.786112,1.924774298,1.245786112
103.45,1925.07904,1245.961421,1.92507904,1.245961421
103.46,1925.400986,1245.519053,1.925400986,1.245519053
103.47,1925.654118,1245.518234,1.925654118,1.245518234
103.48,1925.700813,1245.514138,1.925700813,1.245514138
103.49,1925.71392,1245.51168,1.92571392,1.24551168
103.5,1925.831885,1245.510042,1.925831885,1.245510042
103.51,1925.963776,1245.61408,1.925963776,1.24561408
103.52,1926.150554,1245.734502,1.926150554,1.245734502
103.53,1926.342246,1245.811507,1.926342246,1.245811507
103.54,1926.354534,1246.022861,1.926354534,1.246022861
103.55,1926.353715,1246.386586,1.926353715,1.246386586
103.56,1926.393037,1246.623334,1.926393037,1.246623334
103.57,1926.419251,1246.399693,1.926419251,1.246399693
103.58,1926.443827,1246.393958,1.926443827,1.246393958
103.59,1926.455296,1246.393958,1.926455296,1.246393958
103.6,1926.464307,1246.39232,1.926464307,1.24639232
103.61,1926.462669,1246.389043,1.926462669,1.246389043
103.62,1926.472499,1246.385766,1.926472499,1.246385766
103.63,1926.483149,1246.384947,1.926483149,1.246384947
103.64,1926.480691,1246.38249,1.926480691,1.24638249
103.65,1926.476595,1246.579098,1.926476595,1.246579098
103.66,1926.47168,1246.896128,1.92647168,1.246896128
103.67,1926.47168,1247.246746,1.92647168,1.247246746
103.68,1926.464307,1247.333581,1.926464307,1.247333581
103.69,1926.46103,1247.105024,1.92646103,1.247105024
103.7,1926.453658,1247.104205,1.926453658,1.247104205
103.71,1926.460211,1247.103386,1.926460211,1.247103386
103.72,1926.456115,1247.097651,1.926456115,1.247097651
103.73,1926.453658,1247.097651,1.926453658,1.247097651
103.74,1926.573261,1247.096013,1.926573261,1.247096013
103.75,1926.690406,1247.094374,1.926690406,1.247094374
103.76,1926.913229,1247.146803,1.926913229,1.247146803
103.77,1927.22944,1247.440896,1.92722944,1.247440896
103.78,1927.502234,1247.893094,1.927502234,1.247893094
103.79,1927.754547,1248.174899,1.927754547,1.248174899
103.8,1927.906099,1247.947162,1.927906099,1.247947162
103.81,1928.02816,1247.95945,1.92802816,1.24795945
103.82,1928.107622,1247.95863,1.928107622,1.24795863
103.83,1928.281293,1247.956173,1.928281293,1.247956173
103.84,1928.548352,1247.956173,1.928548352,1.247956173
103.85,1928.666317,1247.956173,1.928666317,1.247956173
103.86,1928.839987,1248.006144,1.928839987,1.248006144
103.87,1928.94976,1248.056934,1.92894976,1.248056934
103.88,1928.961229,1248.268288,1.928961229,1.248268288
103.89,1928.95959,1248.534528,1.92895959,1.248534528
103.9,1928.998093,1248.922829,1.928998093,1.248922829
103.91,1929.02185,1248.922829,1.92902185,1.248922829
103.92,1929.043968,1248.482918,1.929043968,1.248482918
103.93,1929.067725,1248.48128,1.929067725,1.24848128
103.94,1929.076736,1248.48128,1.929076736,1.24848128
103.95,1929.086566,1248.48128,1.929086566,1.24848128
103.96,1929.094758,1248.48128,1.929094758,1.24848128
103.97,1929.086566,1248.48128,1.929086566,1.24848128
103.98,1929.08247,1248.48128,1.92908247,1.24848128
103.99,1929.071821,1248.480461,1.929071821,1.248480461
104,1929.064448,1248.587776,1.929064448,1.248587776
104.01,1929.06199,1248.800768,1.92906199,1.248800768
104.02,1928.786739,1249.073562,1.928786739,1.249073562
104.03,1928.809677,1249.116979,1.928809677,1.249116979
104.04,1928.955494,1249.116979,1.928955494,1.249116979
104.05,1929.213542,1249.116979,1.929213542,1.249116979
104.06,1929.479782,1249.116979,1.929479782,1.249116979
104.07,1929.814016,1249.116979,1.929814016,1.249116979
104.08,1930.18839,1248.905626,1.93018839,1.248905626
104.09,1930.521805,1248.902349,1.930521805,1.248902349
104.1,1930.904371,1248.902349,1.930904371,1.248902349
104.11,1931.229594,1248.902349,1.931229594,1.248902349
104.12,1931.423744,1248.902349,1.931423744,1.248902349
104.13,1931.599872,1248.915456,1.931599872,1.248915456
104.14,1931.871027,1248.915456,1.931871027,1.248915456
104.15,1932.168397,1248.915456,1.932168397,1.248915456
104.16,1932.29865,1248.915456,1.93229865,1.248915456
104.17,1932.404326,1248.969523,1.932404326,1.248969523
104.18,1932.550144,1249.076019,1.932550144,1.249076019
104.19,1932.644352,1248.852378,1.932644352,1.248852378
104.2,1932.670566,1248.852378,1.932670566,1.248852378
104.21,1932.681216,1248.851558,1.932681216,1.248851558
104.22,1932.688589,1248.851558,1.932688589,1.248851558
104.23,1932.711526,1248.851558,1.932711526,1.248851558
104.24,1932.736102,1248.637747,1.932736102,1.248637747
104.25,1932.743475,1248.63447,1.932743475,1.24863447
104.26,1932.778701,1248.63447,1.932778701,1.24863447
104.27,1932.786074,1248.63447,1.932786074,1.24863447
104.28,1932.783616,1248.741786,1.932783616,1.248741786
104.29,1932.807373,1248.807322,1.932807373,1.248807322
104.3,1932.827853,1248.807322,1.932827853,1.248807322
104.31,1933.116211,1248.807322,1.933116211,1.248807322
104.32,1933.405389,1248.808141,1.933405389,1.248808141
104.33,1933.79287,1248.917914,1.93379287,1.248917914
104.34,1934.286029,1249.02441,1.934286029,1.24902441
104.35,1934.71529,1249.135002,1.93471529,1.249135002
104.36,1935.270707,1249.590477,1.935270707,1.249590477
104.37,1935.581184,1249.909965,1.935581184,1.249909965
104.38,1935.866266,1249.963213,1.935866266,1.249963213
104.39,1936.098099,1248.988365,1.936098099,1.248988365
104.4,1936.207053,1248.984269,1.936207053,1.248984269
104.41,1936.341402,1248.984269,1.936341402,1.248984269
104.42,1936.395469,1248.984269,1.936395469,1.248984269
104.43,1936.433152,1248.984269,1.936433152,1.248984269
104.44,1936.470835,1248.984269,1.936470835,1.248984269
104.45,1936.493773,1248.984269,1.936493773,1.248984269
104.46,1936.515072,1249.039155,1.936515072,1.249039155
104.47,1936.522445,1249.145651,1.936522445,1.249145651
104.48,1936.545382,1249.252966,1.936545382,1.249252966
104.49,1936.56832,1249.425818,1.93656832,1.249425818
104.5,1936.57897,1249.482342,1.93657897,1.249482342
104.51,1936.586342,1249.482342,1.936586342,1.249482342
104.52,1936.596992,1249.482342,1.936596992,1.249482342
104.53,1936.603546,1249.482342,1.936603546,1.249482342
104.54,1936.610918,1249.482342,1.936610918,1.249482342
104.55,1936.616653,1249.482342,1.936616653,1.249482342
104.56,1936.603546,1249.255424,1.936603546,1.249255424
104.57,1936.589619,1249.252147,1.936589619,1.249252147
104.58,1936.582246,1249.252147,1.936582246,1.249252147
104.59,1936.683008,1249.252147,1.936683008,1.249252147
104.6,1936.796877,1249.252147,1.936796877,1.249252147
104.61,1937.143398,1249.252147,1.937143398,1.249252147
104.62,1937.498931,1249.252147,1.937498931,1.249252147
104.63,1937.859379,1249.252147,1.937859379,1.249252147
104.64,1938.233754,1249.252147,1.938233754,1.249252147
104.65,1938.59584,1249.304576,1.93859584,1.249304576
104.66,1939.029197,1249.424179,1.939029197,1.249424179
104.67,1939.318374,1249.480704,1.939318374,1.249480704
104.68,1939.465011,1249.266893,1.939465011,1.249266893
104.69,1939.586253,1249.041613,1.939586253,1.249041613
104.7,1939.802522,1249.041613,1.939802522,1.249041613
104.71,1940.004864,1249.038336,1.940004864,1.249038336
104.72,1940.04009,1249.038336,1.94004009,1.249038336
104.73,1940.078592,1249.038336,1.940078592,1.249038336
104.74,1940.099891,1249.038336,1.940099891,1.249038336
104.75,1940.108902,1249.038336,1.940108902,1.249038336
104.76,1940.117094,1249.038336,1.940117094,1.249038336
104.77,1940.16297,1249.091584,1.94016297,1.249091584
104.78,1940.292403,1249.198899,1.940292403,1.249198899
104.79,1940.369408,1249.319322,1.940369408,1.249319322
104.8,1940.498842,1249.37257,1.940498842,1.24937257
104.81,1940.615168,1249.429094,1.940615168,1.249429094
104.82,1940.692992,1249.429094,1.940692992,1.249429094
104.83,1940.702003,1249.429094,1.940702003,1.249429094
104.84,1940.724941,1249.429094,1.940724941,1.249429094
104.85,1940.745421,1249.215283,1.940745421,1.249215283
104.86,1940.754432,1249.202176,1.940754432,1.249202176
104.87,1940.773274,1249.202176,1.940773274,1.249202176
104.88,1940.810138,1249.198899,1.940810138,1.249198899
104.89,1940.812595,1249.198899,1.940812595,1.249198899
104.9,1940.890419,1249.19808,1.940890419,1.24919808
104.91,1941.048525,1249.19808,1.941048525,1.24919808
104.92,1941.366374,1249.19808,1.941366374,1.24919808
104.93,1941.643264,1249.198899,1.941643264,1.249198899
104.94,1942.05696,1249.198899,1.94205696,1.249198899
104.95,1942.404301,1249.252147,1.942404301,1.249252147
104.96,1942.737715,1249.319322,1.942737715,1.249319322
104.97,1943.170253,1248.939213,1.943170253,1.248939213
104.98,1943.516774,1248.94249,1.943516774,1.24894249
104.99,1943.646208,1248.939213,1.943646208,1.248939213
105,1943.793664,1248.939213,1.943793664,1.248939213
105.01,1943.941939,1248.939213,1.943941939,1.248939213
105.02,1944.035328,1248.939213,1.944035328,1.248939213
105.03,1944.131174,1248.939213,1.944131174,1.248939213
105.04,1944.138547,1248.939213,1.944138547,1.248939213
105.05,1944.13609,1248.939213,1.94413609,1.248939213
105.06,1944.147558,1248.99328,1.944147558,1.24899328
105.07,1944.154931,1249.166131,1.944154931,1.249166131
105.08,1944.146739,1249.166131,1.944146739,1.249166131
105.09,1944.246682,1249.222656,1.944246682,1.249222656
105.1,1944.324506,1249.222656,1.944324506,1.249222656
105.11,1944.44247,1249.222656,1.94444247,1.249222656
105.12,1944.557978,1249.008845,1.944557978,1.249008845
105.13,1944.644813,1249.008845,1.944644813,1.249008845
105.14,1944.725094,1249.008845,1.944725094,1.249008845
105.15,1944.732467,1248.995738,1.944732467,1.248995738
105.16,1944.753766,1248.77865,1.944753766,1.24877865
105.17,1944.775885,1248.77865,1.944775885,1.24877865
105.18,1944.787354,1248.77783,1.944787354,1.24877783
105.19,1944.81193,1248.77783,1.94481193,1.24877783
105.2,1944.83241,1248.777011,1.94483241,1.248777011
105.21,1944.855347,1248.777011,1.944855347,1.248777011
105.22,1945.041306,1248.777011,1.945041306,1.248777011
105.23,1945.195315,1248.830259,1.945195315,1.248830259
105.24,1945.514803,1248.883507,1.945514803,1.248883507
105.25,1945.901466,1249.00393,1.945901466,1.24900393
105.26,1946.195558,1249.114522,1.946195558,1.249114522
105.27,1946.704282,1249.114522,1.946704282,1.249114522
105.28,1947.123712,1249.114522,1.947123712,1.249114522
105.29,1947.355546,1248.887603,1.947355546,1.248887603
105.3,1947.641446,1248.884326,1.947641446,1.248884326
105.31,1947.749581,1248.884326,1.947749581,1.248884326
105.32,1947.911782,1248.884326,1.947911782,1.248884326
105.33,1948.037939,1248.884326,1.948037939,1.248884326
105.34,1948.034662,1248.884326,1.948034662,1.248884326
105.35,1948.085453,1248.884326,1.948085453,1.248884326
105.36,1948.110848,1248.884326,1.948110848,1.248884326
105.37,1948.118221,1248.937574,1.948118221,1.248937574
105.38,1948.111667,1248.990822,1.948111667,1.248990822
105.39,1948.10839,1249.111245,1.94810839,1.249111245
105.4,1948.104294,1249.114522,1.948104294,1.249114522
105.41,1948.168192,1249.114522,1.948168192,1.249114522
105.42,1948.295987,1249.114522,1.948295987,1.249114522
105.43,1948.422963,1249.114522,1.948422963,1.249114522
105.44,1948.512256,1249.114522,1.948512256,1.249114522
105.45,1948.639232,1249.114522,1.948639232,1.249114522
105.46,1948.760474,1248.894157,1.948760474,1.248894157
105.47,1948.78505,1248.887603,1.94878505,1.248887603
105.48,1948.793242,1248.884326,1.948793242,1.248884326
105.49,1948.81536,1248.884326,1.94881536,1.248884326
105.5,1948.830106,1248.884326,1.948830106,1.248884326
105.51,1948.852224,1248.884326,1.948852224,1.248884326
105.52,1948.875981,1248.884326,1.948875981,1.248884326
105.53,1949.069312,1248.884326,1.949069312,1.248884326
105.54,1949.282304,1248.884326,1.949282304,1.248884326
105.55,1949.545267,1248.937574,1.949545267,1.248937574
105.56,1949.945856,1249.050624,1.949945856,1.249050624
105.57,1950.374298,1249.111245,1.950374298,1.249111245
105.58,1950.779802,1249.114522,1.950779802,1.249114522
105.59,1951.317197,1249.114522,1.951317197,1.249114522
105.6,1951.673549,1249.114522,1.951673549,1.249114522
105.61,1951.916851,1249.114522,1.951916851,1.249114522
105.62,1952.210944,1249.114522,1.952210944,1.249114522
105.63,1952.350208,1249.107968,1.952350208,1.249107968
105.64,1952.539443,1248.887603,1.952539443,1.248887603
105.65,1952.63447,1248.887603,1.95263447,1.248887603
105.66,1952.672154,1248.884326,1.952672154,1.248884326
105.67,1952.709837,1248.884326,1.952709837,1.248884326
105.68,1952.749158,1248.884326,1.952749158,1.248884326
105.69,1952.758989,1248.884326,1.952758989,1.248884326
105.7,1952.781107,1248.884326,1.952781107,1.248884326
105.71,1952.774554,1248.884326,1.952774554,1.248884326
105.72,1952.768,1248.937574,1.952768,1.248937574
105.73,1952.885965,1248.997376,1.952885965,1.248997376
105.74,1953.001472,1249.112064,1.953001472,1.249112064
105.75,1953.307034,1249.112883,1.953307034,1.249112883
105.76,1953.828045,1249.118618,1.953828045,1.249118618
105.77,1954.340045,1249.278362,1.954340045,1.249278362
