transition(MB),memory(MB),memory(MB),memory(GB),memory(GB)
5,251.0290944,240.1271808,0.251029094,0.240127181
5.01,251.0200832,240.123904,0.251020083,0.240123904
5.02,251.0135296,240.1312768,0.25101353,0.240131277
5.03,251.0061568,240.1271808,0.251006157,0.240127181
5.04,250.998784,240.1222656,0.250998784,0.240122266
5.05,250.9914112,240.2803712,0.250991411,0.240280371
5.06,250.986496,240.5195776,0.250986496,0.240519578
5.07,250.9815808,241.012736,0.250981581,0.241012736
5.08,250.9758464,241.5951872,0.250975846,0.241595187
5.09,250.9717504,242.1891072,0.25097175,0.242189107
5.1,250.9643776,242.3242752,0.250964378,0.242324275
5.11,250.9545472,242.0965376,0.250954547,0.242096538
5.12,250.9447168,242.0957184,0.250944717,0.242095718
5.13,250.9365248,242.0916224,0.250936525,0.242091622
5.14,250.9299712,242.0891648,0.250929971,0.242089165
5.15,250.9234176,242.0736,0.250923418,0.2420736
5.16,250.9152256,242.0727808,0.250915226,0.242072781
5.17,250.9029376,242.2054912,0.250902938,0.242205491
5.18,250.896384,242.4578048,0.250896384,0.242457805
5.19,250.888192,243.01568,0.250888192,0.24301568
5.2,250.8808192,243.4924544,0.250880819,0.243492454
5.21,250.9266944,243.7890048,0.250926694,0.243789005
5.22,250.9889536,243.5612672,0.250988954,0.243561267
5.23,251.1683584,243.5842048,0.251168358,0.243584205
5.24,251.3330176,243.5792896,0.251333018,0.24357929
5.25,251.5673088,243.572736,0.251567309,0.243572736
5.26,251.78112,243.56864,0.25178112,0.24356864
5.27,252.2636288,243.6702208,0.252263629,0.243670221
5.28,252.7330304,243.7578752,0.25273303,0.243757875
5.29,253.1139584,244.2125312,0.253113958,0.244212531
5.3,253.4629376,244.678656,0.253462938,0.244678656
5.31,253.8790912,245.2135936,0.253879091,0.245213594
5.32,254.1600768,245.5240704,0.254160077,0.24552407
5.33,254.431232,245.2963328,0.254431232,0.245296333
5.34,254.676992,245.2963328,0.254676992,0.245296333
5.35,254.7597312,245.2938752,0.254759731,0.245293875
5.36,254.7974144,245.2676608,0.254797414,0.245267661
5.37,254.8064256,245.2619264,0.254806426,0.245261926
5.38,254.799872,245.3151744,0.254799872,0.245315174
5.39,254.795776,245.3651456,0.254795776,0.245365146
5.4,254.7908608,245.6076288,0.254790861,0.245607629
5.41,254.7859456,245.9762688,0.254785946,0.245976269
5.42,254.7810304,246.4227328,0.25478103,0.246422733
5.43,254.775296,246.6021376,0.254775296,0.246602138
5.44,254.7712,246.1630464,0.2547712,0.246163046
5.45,254.767104,246.1769728,0.254767104,0.246176973
5.46,254.5598464,246.1638656,0.254559846,0.246163866
5.47,254.5557504,246.161408,0.25455575,0.246161408
5.48,254.5483776,246.157312,0.254548378,0.246157312
5.49,254.5475584,246.2367744,0.254547558,0.246236774
5.5,254.5688576,246.33344,0.254568858,0.24633344
5.51,254.79168,246.6799616,0.25479168,0.246679962
5.52,255.0611968,247.1723008,0.255061197,0.247172301
5.53,255.2201216,247.5450368,0.255220122,0.247545037
5.54,255.496192,247.775232,0.255496192,0.247775232
5.55,255.7714432,247.775232,0.255771443,0.247775232
5.56,256.1073152,247.775232,0.256107315,0.247775232
5.57,256.442368,247.2943616,0.256442368,0.247294362
5.58,256.872448,247.2968192,0.256872448,0.247296819
5.59,257.2214272,247.2968192,0.257221427,0.247296819
5.6,257.6531456,247.2886272,0.257653146,0.247288627
5.61,259.0793728,247.287808,0.259079373,0.247287808
5.62,259.4521088,247.2853504,0.259452109,0.24728535
5.63,259.6478976,247.3377792,0.259647898,0.247337779
5.64,259.8805504,247.3910272,0.25988055,0.247391027
5.65,260.0280064,247.6572672,0.260028006,0.247657267
5.66,260.0902656,247.975936,0.260090266,0.247975936
5.67,260.1590784,248.270848,0.260159078,0.248270848
5.68,260.2196992,248.2700288,0.260219699,0.248270029
5.69,260.2098688,248.2700288,0.260209869,0.248270029
5.7,260.2008576,247.4246144,0.260200858,0.247424614
5.71,260.2696704,247.1927808,0.26026967,0.247192781
5.72,260.2582016,247.1911424,0.260258202,0.247191142
5.73,260.2631168,247.1886848,0.260263117,0.247188685
5.74,260.3229184,247.1845888,0.260322918,0.247184589
5.75,260.3933696,247.1804928,0.26039337,0.247180493
5.76,260.4793856,247.2411136,0.260479386,0.247241114
5.77,260.6186496,247.3467904,0.26061865,0.24734679
5.78,260.8160768,247.8055424,0.260816077,0.247805542
5.79,261.0151424,248.2987008,0.261015142,0.248298701
5.8,261.189632,249.9330048,0.261189632,0.249933005
5.81,261.4673408,250.023936,0.261467341,0.250023936
5.82,261.8392576,250.0501504,0.261839258,0.25005015
5.83,262.2889984,249.5782912,0.262288998,0.249578291
5.84,262.7084288,249.5750144,0.262708429,0.249575014
5.85,263.1819264,249.5782912,0.263181926,0.249578291
5.86,263.6783616,249.573376,0.263678362,0.249573376
5.87,264.2591744,249.56928,0.264259174,0.24956928
5.88,264.6245376,249.6208896,0.264624538,0.24962089
5.89,265.027584,249.7232896,0.265027584,0.24972329
5.9,265.469952,249.933824,0.265469952,0.249933824
5.91,265.7665024,250.3974912,0.265766502,0.250397491
5.92,265.9958784,250.9561856,0.265995878,0.250956186
5.93,266.145792,251.3952768,0.266145792,0.251395277
5.94,266.1974016,251.1003648,0.266197402,0.251100365
5.95,266.2375424,251.1364096,0.266237542,0.25113641
5.96,266.2432768,251.138048,0.266243277,0.251138048
5.97,266.2334464,251.1331328,0.266233446,0.251133133
5.98,266.2490112,251.1331328,0.266249011,0.251133133
5.99,266.24,251.1372288,0.26624,0.251137229
6,266.2260736,251.1347712,0.266226074,0.251134771
6.01,266.289152,251.2388096,0.266289152,0.25123881
6.02,266.3612416,251.4108416,0.266361242,0.251410842
6.03,266.4603648,251.7172224,0.266460365,0.251717222
6.04,266.6012672,252.3029504,0.266601267,0.25230295
6.05,266.7413504,252.3734016,0.26674135,0.252373402
6.06,266.8183552,252.3807744,0.266818355,0.252380774
6.07,266.9436928,252.1145344,0.266943693,0.252114534
6.08,267.07968,251.6156416,0.26707968,0.251615642
6.09,267.2631808,251.6123648,0.267263181,0.251612365
6.1,267.4491392,251.6074496,0.267449139,0.25160745
6.11,267.567104,251.604992,0.267567104,0.251604992
6.12,267.7112832,251.5951616,0.267711283,0.251595162
6.13,267.7940224,251.7008384,0.267794022,0.251700838
6.14,268.1798656,251.9998464,0.268179866,0.251999846
6.15,268.701696,252.5093888,0.268701696,0.252509389
6.16,269.0777088,252.9959936,0.269077709,0.252995994
6.17,269.5880704,253.6726528,0.26958807,0.253672653
6.18,270.0484608,254.0732416,0.270048461,0.254073242
6.19,270.3294464,254.0732416,0.270329446,0.254073242
6.2,270.78656,253.210624,0.27078656,0.253210624
6.21,271.13472,253.2048896,0.27113472,0.25320489
6.22,271.405056,253.1975168,0.271405056,0.253197517
6.23,271.6254208,253.2032512,0.271625421,0.253203251
6.24,271.6368896,253.2040704,0.27163689,0.25320407
6.25,271.68768,253.349888,0.27168768,0.253349888
6.26,271.7769728,253.6808448,0.271776973,0.253680845
6.27,271.7925376,254.3230976,0.271792538,0.254323098
6.28,271.7827072,254.8342784,0.271782707,0.254834278
6.29,271.7728768,255.459328,0.271772877,0.255459328
6.3,271.8498816,256.2424832,0.271849882,0.256242483
6.31,271.99488,256.2564096,0.27199488,0.25625641
6.32,272.0669696,256.049152,0.27206697,0.256049152
6.33,272.195584,256.0442368,0.272195584,0.256044237
6.34,272.3749888,256.0630784,0.272374989,0.256063078
6.35,272.6141952,256.0647168,0.272614195,0.256064717
6.36,273.0074112,256.0647168,0.273007411,0.256064717
6.37,273.5833088,264.4451328,0.273583309,0.264445133
6.38,274.120704,264.5082112,0.274120704,0.264508211
6.39,274.5122816,264.814592,0.274512282,0.264814592
6.4,275.0390272,265.4388224,0.275039027,0.265438822
6.41,275.4568192,265.9622912,0.275456819,0.265962291
6.42,276.04992,266.5644032,0.27604992,0.266564403
6.43,276.5504512,267.1566848,0.276550451,0.267156685
6.44,276.9854464,267.2779264,0.276985446,0.267277926
6.45,277.2189184,267.288576,0.277218918,0.267288576
6.46,277.4089728,267.28448,0.277408973,0.26728448
6.47,277.5523328,267.2787456,0.277552333,0.267278746
6.48,277.6793088,267.3262592,0.277679309,0.267326259
6.49,277.7022464,267.3803264,0.277702246,0.267380326
6.5,277.6932352,267.4802688,0.277693235,0.267480269
6.51,277.684224,267.5851264,0.277684224,0.267585126
6.52,277.6752128,267.8308864,0.277675213,0.267830886
6.53,277.6662016,268.3469824,0.277666202,0.268346982
6.54,277.6580096,268.9449984,0.27765801,0.268944998
6.55,277.651456,268.5116416,0.277651456,0.268511642
6.56,277.6440832,268.3019264,0.277644083,0.268301926
6.57,277.6375296,268.2994688,0.27763753,0.268299469
6.58,277.6334336,268.2937344,0.277633434,0.268293734
6.59,277.6244224,268.2871808,0.277624422,0.268287181
6.6,277.6203264,268.3355136,0.277620326,0.268335514
6.61,277.6121344,268.4747776,0.277612134,0.268474778
6.62,277.6055808,268.8032768,0.277605581,0.268803277
6.63,277.598208,269.2743168,0.277598208,0.269274317
6.64,277.58592,269.799424,0.27758592,0.269799424
6.65,277.5752704,270.3597568,0.27757527,0.270359757
6.66,277.6334336,270.471168,0.277633434,0.270471168
6.67,277.7038848,270.471168,0.277703885,0.270471168
6.68,277.8415104,270.2598144,0.27784151,0.270259814
6.69,277.979136,270.2565376,0.277979136,0.270256538
6.7,278.0635136,270.2442496,0.278063514,0.27024425
6.71,278.2134272,270.245888,0.278213427,0.270245888
6.72,278.5050624,270.2450688,0.278505062,0.270245069
6.73,278.8507648,270.2401536,0.278850765,0.270240154
6.74,279.2185856,270.2360576,0.279218586,0.270236058
6.75,279.6478464,270.2360576,0.279647846,0.270236058
6.76,279.969792,270.3900672,0.279969792,0.270390067
6.77,280.3433472,270.6161664,0.280343347,0.270616166
6.78,280.7529472,271.0142976,0.280752947,0.271014298
6.79,281.063424,271.4968064,0.281063424,0.271496806
6.8,281.2796928,271.6442624,0.281279693,0.271644262
6.81,281.3722624,271.64672,0.281372262,0.27164672
6.82,281.51808,271.6532736,0.28151808,0.271653274
6.83,281.7024,271.6557312,0.2817024,0.271655731
6.84,281.788416,271.6557312,0.281788416,0.271655731
6.85,281.9145728,270.7914752,0.281914573,0.270791475
6.86,282.0857856,270.7963904,0.282085786,0.27079639
6.87,282.1586944,270.7939328,0.282158694,0.270793933
6.88,282.2242304,270.7931136,0.28222423,0.270793114
6.89,282.2250496,270.8430848,0.28222505,0.270843085
6.9,282.2275072,270.9200896,0.282227507,0.27092009
6.91,282.2488064,271.0265856,0.282248806,0.271026586
6.92,282.2356992,271.3550848,0.282235699,0.271355085
6.93,282.2832128,271.7278208,0.282283213,0.271727821
6.94,282.35776,272.2193408,0.28235776,0.272219341
6.95,282.4208384,272.56832,0.282420838,0.27256832
6.96,282.558464,272.56832,0.282558464,0.27256832
6.97,282.6330112,272.5756928,0.282633011,0.272575693
6.98,282.824704,272.5756928,0.282824704,0.272575693
6.99,283.009024,272.5871616,0.283009024,0.272587162
7,283.3137664,272.5871616,0.283313766,0.272587162
7.01,283.6611072,271.8818304,0.283661107,0.27188183
7.02,283.9035904,271.8851072,0.28390359,0.271885107
7.03,284.22144,271.880192,0.28422144,0.271880192
7.04,284.6629888,271.8769152,0.284662989,0.271876915
7.05,284.913664,271.8744576,0.284913664,0.271874458
7.06,285.3453824,272.0342016,0.285345382,0.272034202
7.07,285.6255488,272.265216,0.285625549,0.272265216
7.08,286.0056576,272.6912,0.286005658,0.2726912
7.09,286.2399488,273.1311104,0.286239949,0.27313111
7.1,286.5201152,273.6381952,0.286520115,0.273638195
7.11,286.8813824,273.3891584,0.286881382,0.273389158
7.12,287.162368,273.1778048,0.287162368,0.273177805
7.13,287.2909824,272.9607168,0.287290982,0.272960717
7.14,287.4482688,272.9484288,0.287448269,0.272948429
7.15,287.5277312,272.949248,0.287527731,0.272949248
7.16,287.5211776,272.949248,0.287521178,0.272949248
7.17,287.531008,272.949248,0.287531008,0.272949248
7.18,287.5252736,272.9484288,0.287525274,0.272948429
7.19,287.5211776,273.055744,0.287521178,0.273055744
7.2,287.5154432,273.1614208,0.287515443,0.273161421
7.21,287.5097088,273.5448064,0.287509709,0.273544806
7.22,287.5015168,273.9044352,0.287501517,0.273904435
7.23,287.4875904,274.1215232,0.28748759,0.274121523
7.24,287.5080704,274.3975936,0.28750807,0.274397594
7.25,287.5777024,274.3975936,0.287577702,0.274397594
7.26,287.7063168,274.1837824,0.287706317,0.274183782
7.27,287.8078976,273.4759936,0.287807898,0.273475994
7.28,288.0323584,273.4751744,0.288032358,0.273475174
7.29,288.2453504,273.4759936,0.28824535,0.273475994
7.3,288.6443008,273.4759936,0.288644301,0.273475994
7.31,288.9498624,273.534976,0.288949862,0.273534976
7.32,289.255424,273.6734208,0.289255424,0.273673421
7.33,289.5388672,273.7799168,0.289538867,0.273779917
7.34,289.8558976,274.100224,0.289855898,0.274100224
7.35,290.1819392,274.3140352,0.290181939,0.274314035
7.36,290.46784,274.7498496,0.29046784,0.27474985
7.37,290.6816512,275.124224,0.290681651,0.275124224
7.38,290.9085696,275.1234048,0.29090857,0.275123405
7.39,291.14368,275.1234048,0.29114368,0.275123405
7.4,291.3435648,275.1299584,0.291343565,0.275129958
7.41,291.49184,275.1299584,0.29149184,0.275129958
7.42,291.6360192,274.5729024,0.291636019,0.274572902
7.43,291.7285888,274.5647104,0.291728589,0.27456471
7.44,291.7916672,274.558976,0.291791667,0.274558976
7.45,291.7998592,274.5516032,0.291799859,0.274551603
7.46,291.8088704,274.6662912,0.29180887,0.274666291
7.47,291.8023168,274.7703296,0.291802317,0.27477033
7.48,291.7974016,274.9710336,0.291797402,0.274971034
7.49,291.7933056,275.3429504,0.291793306,0.27534295
7.5,291.7892096,275.8098944,0.29178921,0.275809894
7.51,291.7842944,276.3423744,0.291784294,0.276342374
7.52,291.774464,276.6258176,0.291774464,0.276625818
7.53,291.762176,275.9614464,0.291762176,0.275961446
7.54,291.7507072,275.9622656,0.291750707,0.275962266
7.55,291.7818368,275.9589888,0.291781837,0.275958989
7.56,291.8547456,275.9565312,0.291854746,0.275956531
7.57,291.9194624,275.9483392,0.291919462,0.275948339
7.58,292.2897408,275.9983104,0.292289741,0.27599831
7.59,292.6354432,276.2637312,0.292635443,0.276263731
7.6,292.9188864,276.70528,0.292918886,0.27670528
7.61,293.1785728,277.25824,0.293178573,0.27725824
7.62,293.6209408,277.72928,0.293620941,0.27772928
7.63,293.924864,278.3510528,0.293924864,0.278351053
7.64,294.3049728,278.3346688,0.294304973,0.278334669
7.65,294.576128,278.3363072,0.294576128,0.278336307
7.66,294.752256,278.3346688,0.294752256,0.278334669
7.67,295.0709248,278.3346688,0.295070925,0.278334669
7.68,295.268352,278.3330304,0.295268352,0.27833303
7.69,295.4575872,278.3322112,0.295457587,0.278332211
7.7,295.6025856,278.3297536,0.295602586,0.278329754
7.71,295.6935168,278.3813632,0.295693517,0.278381363
7.72,295.8229504,278.4862208,0.29582295,0.278486221
7.73,295.8893056,278.9146624,0.295889306,0.278914662
7.74,295.8843904,279.3078784,0.29588439,0.279307878
7.75,295.8934016,279.3078784,0.295893402,0.279307878
7.76,295.903232,279.3070592,0.295903232,0.279307059
7.77,295.8999552,279.3037824,0.295899955,0.279303782
7.78,295.8934016,279.3029632,0.295893402,0.279302963
7.79,295.8860288,279.0293504,0.295886029,0.27902935
7.8,295.8811136,279.0424576,0.295881114,0.279042458
7.81,295.8753792,279.0408192,0.295875379,0.279040819
7.82,295.870464,279.0375424,0.295870464,0.279037542
7.83,295.8598144,279.0334464,0.295859814,0.279033446
7.84,295.8516224,279.0301696,0.295851622,0.27903017
7.85,295.8475264,279.0252544,0.295847526,0.279025254
7.86,295.845888,279.289856,0.295845888,0.279289856
7.87,296.0187392,279.6863488,0.296018739,0.279686349
7.88,296.3111936,280.1557504,0.296311194,0.28015575
7.89,296.6593536,280.7185408,0.296659354,0.280718541
7.9,297.005056,280.7365632,0.297005056,0.280736563
7.91,297.3786112,280.7406592,0.297378611,0.280740659
7.92,297.9135488,280.7545856,0.297913549,0.280754586
7.93,298.4321024,280.7578624,0.298432102,0.280757862
7.94,298.7712512,280.7578624,0.298771251,0.280757862
7.95,299.1374336,280.7611392,0.299137434,0.280761139
7.96,299.4413568,280.7611392,0.299441357,0.280761139
7.97,299.9533568,280.4801536,0.299953357,0.280480154
7.98,300.4399616,280.4891648,0.300439962,0.280489165
7.99,300.7143936,280.4809728,0.300714394,0.280480973
8,301.0199552,280.4875264,0.301019955,0.280487526
8.01,301.4426624,280.4875264,0.301442662,0.280487526
8.02,301.7506816,280.4875264,0.301750682,0.280487526
8.03,302.0988416,280.4989952,0.302098842,0.280498995
8.04,319.1758848,280.5530624,0.319175885,0.280553062
8.05,319.1717888,280.6677504,0.319171789,0.28066775
8.06,319.1635968,280.9806848,0.319163597,0.280980685
8.07,319.1554048,281.2690432,0.319155405,0.281269043
8.08,319.1472128,281.2690432,0.319147213,0.281269043
8.09,319.1373824,281.2690432,0.319137382,0.281269043
8.1,319.2078336,280.6259712,0.319207834,0.280625971
8.11,319.4970112,280.6161408,0.319497011,0.280616141
8.12,319.7591552,280.6185984,0.319759155,0.280618598
8.13,319.942656,280.6185984,0.319942656,0.280618598
8.14,320.3416064,280.6177792,0.320341606,0.280617779
8.15,320.380928,280.6161408,0.320380928,0.280616141
8.16,320.43008,280.6161408,0.32043008,0.280616141
8.17,320.4644864,280.6161408,0.320464486,0.280616141
8.18,320.454656,280.6693888,0.320454656,0.280669389
8.19,320.4472832,280.936448,0.320447283,0.280936448
8.2,320.4407296,281.3796352,0.32044073,0.281379635
8.21,320.4333568,281.4017536,0.320433357,0.281401754
8.22,320.4268032,281.4017536,0.320426803,0.281401754
8.23,320.4194304,281.4091264,0.32041943,0.281409126
8.24,320.4104192,281.4091264,0.320410419,0.281409126
8.25,320.4038656,281.4091264,0.320403866,0.281409126
8.26,320.3981312,281.4091264,0.320398131,0.281409126
8.27,320.3997696,281.4091264,0.32039977,0.281409126
8.28,320.3899392,281.3927424,0.320389939,0.281392742
8.29,320.3801088,281.3919232,0.320380109,0.281391923
8.3,320.372736,281.3894656,0.320372736,0.281389466
8.31,320.364544,281.3845504,0.320364544,0.28138455
8.32,320.3506176,281.382912,0.320350618,0.281382912
8.33,320.3432448,281.378816,0.320343245,0.281378816
8.34,320.335872,281.378816,0.320335872,0.281378816
8.35,320.3244032,281.3837312,0.320324403,0.281383731
8.36,320.6176768,281.4869504,0.320617677,0.28148695
8.37,321.1706368,281.7949696,0.321170637,0.28179497
8.38,321.6556032,281.9203072,0.321655603,0.281920307
8.39,322.3289856,281.9203072,0.322328986,0.281920307
8.4,322.94912,281.9203072,0.32294912,0.281920307
8.41,323.5176448,281.9203072,0.323517645,0.281920307
8.42,324.1680896,281.7073152,0.32416809,0.281707315
8.43,324.5858816,281.6917504,0.324585882,0.28169175
8.44,324.8734208,281.6917504,0.324873421,0.28169175
8.45,325.107712,281.6917504,0.325107712,0.28169175
8.46,325.1478528,281.6917504,0.325147853,0.28169175
8.47,325.1838976,281.6917504,0.325183898,0.28169175
8.48,325.1904512,281.6917504,0.325190451,0.28169175
8.49,325.1838976,281.6909312,0.325183898,0.281690931
8.5,325.1781632,281.7171456,0.325178163,0.281717146
8.51,325.173248,281.7712128,0.325173248,0.281771213
8.52,325.1699712,282.0128768,0.325169971,0.282012877
8.53,325.1683328,282.2946816,0.325168333,0.282294682
8.54,325.165056,282.2946816,0.325165056,0.282294682
8.55,325.1601408,281.64096,0.325160141,0.28164096
8.56,325.1519488,281.665536,0.325151949,0.281665536
8.57,325.1437568,281.665536,0.325143757,0.281665536
8.58,325.1355648,281.6647168,0.325135565,0.281664717
8.59,325.1372032,281.6827392,0.325137203,0.281682739
8.6,325.1314688,281.6802816,0.325131469,0.281680282
8.61,325.12,281.677824,0.32512,0.281677824
8.62,325.1109888,281.78432,0.325110989,0.28178432
8.63,325.0929664,282.0063232,0.325092966,0.282006323
8.64,325.1904512,282.431488,0.325190451,0.282431488
8.65,325.3714944,282.7239424,0.325371494,0.282723942
8.66,325.640192,282.7313152,0.325640192,0.282731315
8.67,326.1628416,282.7370496,0.326162842,0.28273705
8.68,326.7690496,282.7444224,0.32676905,0.282744422
8.69,327.2925184,282.5330688,0.327292518,0.282533069
8.7,327.8577664,282.5330688,0.327857766,0.282533069
8.71,328.3304448,282.5330688,0.328330445,0.282533069
8.72,328.8154112,282.3200768,0.328815411,0.282320077
8.73,329.17504,282.3036928,0.32917504,0.282303693
8.74,329.2864512,282.2987776,0.329286451,0.282298778
8.75,329.3405184,282.2971392,0.329340518,0.282297139
8.76,329.3372416,282.2905856,0.329337242,0.282290586
8.77,329.3446144,282.3479296,0.329344614,0.28234793
8.78,329.3372416,282.4536064,0.329337242,0.282453606
8.79,329.3298688,282.6575872,0.329329869,0.282657587
8.8,329.3241344,282.9647872,0.329324134,0.282964787
8.81,329.3208576,283.5636224,0.329320858,0.283563622
8.82,329.3159424,284.1919488,0.329315942,0.284191949
8.83,329.310208,284.2755072,0.329310208,0.284275507
8.84,329.306112,283.623424,0.329306112,0.283623424
8.85,329.3003776,283.639808,0.329300378,0.283639808
8.86,329.29792,283.6373504,0.32929792,0.28363735
8.87,329.2913664,283.6332544,0.329291366,0.283633254
8.88,329.2823552,283.6283392,0.329282355,0.283628339
8.89,329.2708864,283.6283392,0.329270886,0.283628339
8.9,329.265152,284.000256,0.329265152,0.284000256
8.91,329.2545024,284.2304512,0.329254502,0.284230451
8.92,329.2463104,284.8759808,0.32924631,0.284875981
8.93,329.351168,285.5452672,0.329351168,0.285545267
8.94,329.5141888,285.9098112,0.329514189,0.285909811
8.95,329.7378304,285.6828928,0.32973783,0.285682893
8.96,329.9893248,285.6943616,0.329989325,0.285694362
8.97,330.2825984,285.6927232,0.330282598,0.285692723
8.98,330.8445696,285.687808,0.33084457,0.285687808
8.99,331.399168,285.691904,0.331399168,0.285691904
9,331.7743616,285.6910848,0.331774362,0.285691085
9.01,332.1946112,285.7984,0.332194611,0.2857984
9.02,332.5304832,286.0630016,0.332530483,0.286063002
9.03,332.8385024,286.2743552,0.332838502,0.286274355
9.04,333.1653632,286.8076544,0.333165363,0.286807654
9.05,333.1948544,287.1148544,0.333194854,0.287114854
9.06,333.2063232,287.1148544,0.333206323,0.287114854
9.07,333.2022272,287.1148544,0.333202227,0.287114854
9.08,333.2399104,287.113216,0.33323991,0.287113216
9.09,333.2349952,286.8486144,0.333234995,0.286848614
9.1,333.2276224,286.420992,0.333227622,0.286420992
9.11,333.2235264,286.199808,0.333223526,0.286199808
9.12,333.2202496,286.1899776,0.33322025,0.286189978
9.13,333.2169728,286.18752,0.333216973,0.28618752
9.14,333.2120576,286.1858816,0.333212058,0.286185882
9.15,333.1997696,286.1842432,0.33319977,0.286184243
9.16,333.1948544,286.232576,0.333194854,0.286232576
9.17,333.1907584,286.363648,0.333190758,0.286363648
9.18,333.1833856,286.7003392,0.333183386,0.286700339
9.19,333.180928,287.0411264,0.333180928,0.287041126
9.2,333.1751936,287.5506688,0.333175194,0.287550669
9.21,333.1719168,288.0126976,0.333171917,0.288012698
9.22,333.16864,287.9111168,0.33316864,0.287911117
9.23,333.2644864,287.6923904,0.333264486,0.28769239
9.24,333.361152,287.6891136,0.333361152,0.287689114
9.25,333.6077312,287.6891136,0.333607731,0.287689114
9.26,333.7494528,287.6882944,0.333749453,0.287688294
9.27,334.1197312,287.6882944,0.334119731,0.287688294
9.28,334.4556032,287.6882944,0.334455603,0.287688294
9.29,334.9397504,287.6882944,0.33493975,0.287688294
9.3,335.5353088,287.8488576,0.335535309,0.287848858
9.31,335.8212096,288.0626688,0.33582121,0.288062669
9.32,336.2217984,288.395264,0.336221798,0.288395264
9.33,336.6002688,288.0258048,0.336600269,0.288025805
9.34,336.7493632,288.0823296,0.336749363,0.28808233
9.35,336.8902656,288.0790528,0.336890266,0.288079053
9.36,336.883712,288.0790528,0.336883712,0.288079053
9.37,336.8779776,288.0790528,0.336877978,0.288079053
9.38,336.8845312,288.075776,0.336884531,0.288075776
9.39,336.8730624,288.075776,0.336873062,0.288075776
9.4,336.8656896,288.0765952,0.33686569,0.288076595
9.41,336.8583168,288.096256,0.336858317,0.288096256
9.42,336.8534016,288.1765376,0.336853402,0.288176538
9.43,336.846848,288.3698688,0.336846848,0.288369869
9.44,337.0303488,288.4755456,0.337030349,0.288475546
9.45,337.3801472,288.3117056,0.337380147,0.288311706
9.46,337.9806208,288.3084288,0.337980621,0.288308429
9.47,338.5622528,288.3076096,0.338562253,0.28830761
9.48,339.222528,288.3649536,0.339222528,0.288364954
9.49,339.8705152,288.7376896,0.339870515,0.28873769
9.5,340.4414976,289.0031104,0.340441498,0.28900311
9.51,341.0223104,289.2693504,0.34102231,0.28926935
9.52,341.590016,289.3774848,0.341590016,0.289377485
9.53,341.8775552,289.226752,0.341877555,0.289226752
9.54,341.9734016,289.3406208,0.341973402,0.289340621
9.55,342.0176384,289.3938688,0.342017638,0.289393869
9.56,342.0110848,289.4471168,0.342011085,0.289447117
9.57,342.0020736,288.137216,0.342002074,0.288137216
9.58,341.9922432,288.1323008,0.341992243,0.288132301
9.59,342.0389376,288.1323008,0.342038938,0.288132301
9.6,342.0332032,288.1323008,0.342033203,0.288132301
9.61,342.0233728,287.5998208,0.342023373,0.287599821
9.62,342.0151808,287.6465152,0.342015181,0.287646515
9.63,342.0069888,287.698944,0.342006989,0.287698944
9.64,341.999616,287.8701568,0.341999616,0.287870157
9.65,341.991424,288.1486848,0.341991424,0.288148685
9.66,341.9840512,288.366592,0.341984051,0.288366592
9.67,341.9774976,288.4886528,0.341977498,0.288488653
9.68,341.970944,288.5648384,0.341970944,0.288564838
9.69,341.9619328,288.2961408,0.341961933,0.288296141
9.7,341.9561984,288.3518464,0.341956198,0.288351846
9.71,341.9512832,288.4050944,0.341951283,0.288405094
9.72,341.9447296,288.5722112,0.34194473,0.288572211
9.73,341.9373568,288.5722112,0.341937357,0.288572211
9.74,341.929984,288.5722112,0.341929984,0.288572211
9.75,341.9193344,288.6795264,0.341919334,0.288679526
9.76,341.9078656,288.7327744,0.341907866,0.288732774
9.77,341.897216,288.8400896,0.341897216,0.28884009
9.78,341.9430912,288.52224,0.341943091,0.28852224
9.79,342.040576,288.575488,0.342040576,0.288575488
9.8,342.2568448,288.575488,0.342256845,0.288575488
9.81,342.4673792,288.362496,0.342467379,0.288362496
9.82,342.6852864,288.362496,0.342685286,0.288362496
9.83,342.9777408,288.3616768,0.342977741,0.288361677
9.84,343.3693184,288.3584,0.343369318,0.2883584
9.85,343.8977024,288.1429504,0.343897702,0.28814295
9.86,344.4432896,288.3002368,0.34444329,0.288300237
9.87,344.8733696,288.4870144,0.34487337,0.288487014
9.88,345.2633088,288.7032832,0.345263309,0.288703283
9.89,345.7073152,288.70656,0.345707315,0.28870656
9.9,346.0554752,288.7000064,0.346055475,0.288700006
9.91,346.267648,288.702464,0.346267648,0.288702464
9.92,346.4192,288.755712,0.3464192,0.288755712
9.93,346.4445952,288.862208,0.346444595,0.288862208
9.94,346.4691712,289.0227712,0.346469171,0.289022771
9.95,346.4658944,289.1849728,0.346465894,0.289184973
9.96,346.4609792,289.2406784,0.346460979,0.289240678
9.97,346.4585216,289.2406784,0.346458522,0.289240678
9.98,346.4527872,289.2406784,0.346452787,0.289240678
9.99,346.4470528,289.2406784,0.346447053,0.289240678
10,346.43968,289.193984,0.34643968,0.289193984
10.01,346.431488,289.185792,0.346431488,0.289185792
10.02,346.4241152,289.1874304,0.346424115,0.28918743
10.03,346.4167424,289.1866112,0.346416742,0.289186611
10.04,346.4093696,288.9596928,0.34640937,0.288959693
10.05,346.402816,288.9588736,0.346402816,0.288958874
