transition(MB),memory(MB),memory(MB),memory(GB),memory(GB)
10.06,346.3979008,288.9515008,0.346397901,0.288951501
10.07,346.3888896,288.95232,0.34638889,0.28895232
10.08,346.3774208,289.058816,0.346377421,0.289058816
10.09,346.3675904,289.2324864,0.34636759,0.289232486
10.1,346.415104,289.3422592,0.346415104,0.289342259
10.11,346.5576448,289.4544896,0.346557645,0.28945449
10.12,346.7640832,289.124352,0.346764083,0.289124352
10.13,346.9631488,289.1759616,0.346963149,0.289175962
10.14,347.2211968,289.28,0.347221197,0.28928
10.15,347.4325504,289.529856,0.34743255,0.289529856
10.16,347.8577152,289.6756736,0.347857715,0.289675674
10.17,348.422144,289.4585856,0.348422144,0.289458586
10.18,348.868608,289.5118336,0.348868608,0.289511834
10.19,349.356032,289.5659008,0.349356032,0.289565901
10.2,349.6902656,289.8444288,0.349690266,0.289844429
10.21,350.040064,290.148352,0.350040064,0.290148352
10.22,350.3644672,290.3965696,0.350364467,0.29039657
10.23,350.57664,290.3998464,0.35057664,0.290399846
10.24,350.7576832,290.1147648,0.350757683,0.290114765
10.25,350.797824,290.22208,0.350797824,0.29022208
10.26,350.8084736,290.4047616,0.350808474,0.290404762
10.27,350.8035584,290.6660864,0.350803558,0.290666086
10.28,350.814208,290.6636288,0.350814208,0.290663629
10.29,350.8092928,290.697216,0.350809293,0.290697216
10.3,350.8051968,290.9446144,0.350805197,0.290944614
10.31,350.7986432,291.1485952,0.350798643,0.291148595
10.32,350.7912704,291.4516992,0.35079127,0.291451699
10.33,350.7838976,291.8129664,0.350783898,0.291812966
10.34,350.7765248,291.6810752,0.350776525,0.291681075
10.35,350.769152,291.6728832,0.350769152,0.291672883
10.36,350.7617792,291.7777408,0.350761779,0.291777741
10.37,350.756864,292.0046592,0.350756864,0.292004659
10.38,350.748672,292.1496576,0.350748672,0.292149658
10.39,350.7412992,292.2627072,0.350741299,0.292262707
10.4,350.7355648,292.2668032,0.350735565,0.292266803
10.41,350.7453952,292.319232,0.350745395,0.292319232
10.42,350.8699136,292.4281856,0.350869914,0.292428186
10.43,350.9878784,292.6411776,0.350987878,0.292641178
10.44,351.0624256,292.8779264,0.351062426,0.292877926
10.45,351.297536,292.9385472,0.351297536,0.292938547
10.46,351.4400768,292.9385472,0.351440077,0.292938547
10.47,351.6751872,292.9385472,0.351675187,0.292938547
10.48,352.0618496,292.937728,0.35206185,0.292937728
10.49,352.2625536,292.9369088,0.352262554,0.292936909
10.5,352.718848,292.7214592,0.352718848,0.292721459
10.51,353.2562432,292.7099904,0.353256243,0.29270999
10.52,353.4880768,292.7075328,0.353488077,0.292707533
10.53,353.8608128,292.7607808,0.353860813,0.292760781
10.54,354.185216,292.9328128,0.354185216,0.292932813
10.55,354.3179264,292.4961792,0.354317926,0.292496179
10.56,354.5612288,292.4920832,0.354561229,0.292492083
10.57,354.6431488,292.5420544,0.354643149,0.292542054
10.58,354.6554368,292.6534656,0.354655437,0.292653466
10.59,354.6800128,292.7583232,0.354680013,0.292758323
10.6,354.6759168,293.0581504,0.354675917,0.29305815
10.61,354.6742784,293.175296,0.354674278,0.293175296
10.62,354.6710016,292.8156672,0.354671002,0.292815667
10.63,354.6652672,292.9770496,0.354665267,0.29297705
10.64,354.6587136,293.1359744,0.354658714,0.293135974
10.65,354.6529792,293.351424,0.354652979,0.293351424
10.66,354.6456064,293.3547008,0.354645606,0.293354701
10.67,354.6382336,293.3547008,0.354638234,0.293354701
10.68,354.6284032,293.1408896,0.354628403,0.29314089
10.69,354.6185728,293.2457472,0.354618573,0.293245747
10.7,354.6095616,293.5087104,0.354609562,0.29350871
10.71,354.5980928,293.7249792,0.354598093,0.293724979
10.72,354.7004928,293.5611392,0.354700493,0.293561139
10.73,354.8258304,293.5595008,0.35482583,0.293559501
10.74,354.8889088,293.5595008,0.354888909,0.293559501
10.75,355.0846976,293.5529472,0.355084698,0.293552947
10.76,355.2886784,293.5529472,0.355288678,0.293552947
10.77,355.4820096,293.6635392,0.35548201,0.293663539
10.78,355.8187008,293.7167872,0.355818701,0.293716787
10.79,356.220928,293.82656,0.356220928,0.29382656
10.8,356.67968,293.8822656,0.35667968,0.293882266
10.81,357.1277824,293.9445248,0.357127782,0.293944525
10.82,357.5308288,294.0510208,0.357530829,0.294051021
10.83,357.9101184,294.100992,0.357910118,0.294100992
10.84,358.150144,294.100992,0.358150144,0.294100992
10.85,358.4466944,294.2140416,0.358446694,0.294214042
10.86,358.6596864,294.2205952,0.358659686,0.294220595
10.87,358.8235264,294.2205952,0.358823526,0.294220595
10.88,358.8726784,294.2214144,0.358872678,0.294221414
10.89,358.9095424,294.0076032,0.358909542,0.294007603
10.9,358.9423104,294.0092416,0.35894231,0.294009242
10.91,358.9349376,294.0092416,0.358934938,0.294009242
10.92,358.9709824,294.0092416,0.358970982,0.294009242
10.93,359.2093696,294.0157952,0.35920937,0.294015795
10.94,359.6386304,293.8576896,0.35963863,0.29385769
10.95,360.1350656,293.8576896,0.360135066,0.29385769
10.96,360.767488,293.8576896,0.360767488,0.29385769
10.97,361.4277632,294.0665856,0.361427763,0.294066586
10.98,361.9815424,294.1730816,0.361981542,0.294173082
10.99,362.627072,294.3246336,0.362627072,0.294324634
11,363.2603136,294.3246336,0.363260314,0.294324634
11.01,363.6936704,294.3246336,0.36369367,0.294324634
11.02,364.0737792,294.3246336,0.364073779,0.294324634
11.03,364.2482688,293.7946112,0.364248269,0.293794611
11.04,364.285952,293.6250368,0.364285952,0.293625037
11.05,364.2908672,293.6823808,0.364290867,0.293682381
11.06,364.326912,293.7888768,0.364326912,0.293788877
11.07,364.3400192,293.801984,0.364340019,0.293801984
11.08,364.3318272,293.9052032,0.364331827,0.293905203
11.09,364.322816,294.0223488,0.364322816,0.294022349
11.1,364.3695104,294.0297216,0.36436951,0.294029722
11.11,364.4145664,294.0297216,0.364414566,0.294029722
11.12,364.4071936,294.1362176,0.364407194,0.294136218
11.13,364.4014592,294.2427136,0.364401459,0.294242714
11.14,364.3949056,294.2492672,0.364394906,0.294249267
11.15,364.388352,294.2492672,0.364388352,0.294249267
11.16,364.38016,294.2492672,0.36438016,0.294249267
11.17,364.371968,294.2492672,0.364371968,0.294249267
11.18,364.3793408,294.2787584,0.364379341,0.294278758
11.19,364.371968,294.0649472,0.364371968,0.294064947
11.2,364.3645952,294.1181952,0.364364595,0.294118195
11.21,364.3539456,294.1181952,0.364353946,0.294118195
11.22,364.3465728,294.1181952,0.364346573,0.294118195
11.23,364.3400192,294.1181952,0.364340019,0.294118195
11.24,364.331008,293.9011072,0.364331008,0.293901107
11.25,364.3203584,293.9011072,0.364320358,0.293901107
11.26,364.310528,293.6807424,0.364310528,0.293680742
11.27,364.302336,293.6807424,0.364302336,0.293680742
11.28,364.2957824,293.7348096,0.364295782,0.29373481
11.29,364.2834944,293.7880576,0.364283494,0.293788058
11.3,364.2761216,293.9011072,0.364276122,0.293901107
11.31,364.2662912,293.6881152,0.364266291,0.293688115
11.32,364.3392,293.8036224,0.3643392,0.293803622
11.33,364.4194816,293.8568704,0.364419482,0.29385687
11.34,364.5816832,293.9133952,0.364581683,0.293913395
11.35,364.8069632,293.9674624,0.364806963,0.293967462
11.36,365.1313664,294.027264,0.365131366,0.294027264
11.37,365.5417856,294.0305408,0.365541786,0.294030541
11.38,366.0660736,294.0305408,0.366066074,0.294030541
11.39,366.6608128,294.084608,0.366660813,0.294084608
11.4,367.0908928,293.9772928,0.367090893,0.293977293
11.41,367.5889664,294.0338176,0.367588966,0.294033818
11.42,368.033792,294.027264,0.368033792,0.294027264
11.43,368.3319808,294.0346368,0.368331981,0.294034637
11.44,368.5359616,294.0411904,0.368535962,0.29404119
11.45,368.6432768,294.0403712,0.368643277,0.294040371
11.46,368.775168,294.0338176,0.368775168,0.294033818
11.47,368.7899136,294.0329984,0.368789914,0.294032998
11.48,368.7841792,294.0329984,0.368784179,0.294032998
11.49,368.8185856,294.0862464,0.368818586,0.294086246
11.5,368.8423424,294.1919232,0.368842342,0.294191923
11.51,368.8374272,294.1927424,0.368837427,0.294192742
11.52,368.8292352,294.252544,0.368829235,0.294252544
11.53,368.8218624,294.252544,0.368821862,0.294252544
11.54,368.816128,294.252544,0.368816128,0.294252544
11.55,368.8095744,294.3049728,0.368809574,0.294304973
11.56,368.80384,294.3614976,0.36880384,0.294361498
11.57,368.7948288,294.13376,0.368794829,0.29413376
11.58,368.7866368,294.1452288,0.368786637,0.294145229
11.59,368.7768064,294.1632512,0.368776806,0.294163251
11.6,368.7702528,294.1771776,0.368770253,0.294177178
11.61,368.7571456,294.1796352,0.368757146,0.294179635
11.62,368.7481344,294.1804544,0.368748134,0.294180454
11.63,368.7858176,294.1796352,0.368785818,0.294179635
11.64,368.9439232,294.1771776,0.368943923,0.294177178
11.65,369.2085248,294.33856,0.369208525,0.29433856
11.66,369.58208,294.7072,0.36958208,0.2947072
11.67,369.913856,294.8882432,0.369913856,0.294888243
11.68,370.4356864,294.6637824,0.370435686,0.294663782
11.69,370.8772352,294.6654208,0.370877235,0.294665421
11.7,371.3179648,294.6719744,0.371317965,0.294671974
11.71,371.8291456,294.6834432,0.371829146,0.294683443
11.72,372.1682944,294.678528,0.372168294,0.294678528
11.73,372.4771328,294.6809856,0.372477133,0.294680986
11.74,372.6016512,294.7334144,0.372601651,0.294733414
11.75,372.7179776,294.85056,0.372717978,0.29485056
11.76,372.891648,295.170048,0.372891648,0.295170048
11.77,372.9891328,295.6075008,0.372989133,0.295607501
11.78,372.9883136,296.0203776,0.372988314,0.296020378
11.79,372.998144,295.4313728,0.372998144,0.295431373
11.8,373.0055168,295.2413184,0.373005517,0.295241318
11.81,372.998144,295.243776,0.372998144,0.295243776
11.82,372.9924096,295.243776,0.37299241,0.295243776
11.83,372.9883136,295.243776,0.372988314,0.295243776
11.84,372.9825792,295.2462336,0.372982579,0.295246234
11.85,372.9768448,295.2454144,0.372976845,0.295245414
11.86,372.9719296,295.4051584,0.37297193,0.295405158
11.87,372.965376,295.7811712,0.372965376,0.295781171
11.88,372.957184,296.2087936,0.372957184,0.296208794
11.89,372.9514496,296.435712,0.37295145,0.296435712
11.9,372.9457152,296.4922368,0.372945715,0.296492237
11.91,372.9383424,296.4922368,0.372938342,0.296492237
11.92,372.9334272,296.4914176,0.372933427,0.296491418
11.93,372.92032,296.4914176,0.37292032,0.296491418
11.94,372.9154048,296.4815872,0.372915405,0.296481587
11.95,372.9088512,296.4815872,0.372908851,0.296481587
11.96,373.0776064,296.4709376,0.373077606,0.296470938
11.97,373.2422656,296.4733952,0.373242266,0.296473395
11.98,373.4822912,296.472576,0.373482291,0.296472576
11.99,373.7935872,296.472576,0.373793587,0.296472576
12,374.2212096,296.472576,0.37422121,0.296472576
12.01,374.8102144,296.4758528,0.374810214,0.296475853
12.02,375.238656,296.4758528,0.375238656,0.296475853
12.03,375.6752896,296.4832256,0.37567529,0.296483226
12.04,375.9972352,296.5520384,0.375997235,0.296552038
12.05,376.3265536,296.5700608,0.376326554,0.296570061
12.06,376.5682176,296.6839296,0.376568218,0.29668393
12.07,376.7877632,296.677376,0.376787763,0.296677376
12.08,376.7975936,296.677376,0.376797594,0.296677376
12.09,376.8352768,296.677376,0.376835277,0.296677376
12.1,376.8598528,296.677376,0.376859853,0.296677376
12.11,376.8516608,296.677376,0.376851661,0.296677376
12.12,376.8459264,296.677376,0.376845926,0.296677376
12.13,376.836096,296.677376,0.376836096,0.296677376
12.14,376.8287232,296.730624,0.376828723,0.296730624
12.15,376.8229888,296.8502272,0.376822989,0.296850227
12.16,376.8147968,296.8502272,0.376814797,0.296850227
12.17,376.807424,296.906752,0.376807424,0.296906752
12.18,376.799232,296.9034752,0.376799232,0.296903475
12.19,376.7918592,296.902656,0.376791859,0.296902656
12.2,376.7812096,296.8993792,0.37678121,0.296899379
12.21,376.7762944,296.89856,0.376776294,0.29689856
12.22,376.7672832,296.9001984,0.376767283,0.296900198
12.23,376.8147968,296.902656,0.376814797,0.296902656
12.24,376.9655296,296.9059328,0.37696553,0.296905933
12.25,377.1097088,296.9059328,0.377109709,0.296905933
12.26,377.3710336,296.9051136,0.377371034,0.296905114
12.27,377.6339968,296.9632768,0.377633997,0.296963277
12.28,377.831424,296.968192,0.377831424,0.296968192
12.29,378.2049792,296.968192,0.378204979,0.296968192
12.3,378.7055104,296.9706496,0.37870551,0.29697065
12.31,379.0692352,296.9706496,0.379069235,0.29697065
12.32,379.490304,296.9739264,0.379490304,0.296973926
12.33,379.9474176,296.9731072,0.379947418,0.296973107
12.34,380.2816512,296.9698304,0.380281651,0.29696983
12.35,380.6846976,296.9706496,0.380684698,0.29697065
12.36,381.075456,296.976384,0.381075456,0.296976384
12.37,381.2917248,296.9772032,0.381291725,0.296977203
12.38,381.444096,296.9772032,0.381444096,0.296977203
12.39,381.5088128,296.9772032,0.381508813,0.296977203
12.4,381.5759872,296.9772032,0.381575987,0.296977203
12.41,381.640704,296.9772032,0.381640704,0.296977203
12.42,381.8668032,296.9772032,0.381866803,0.296977203
12.43,382.2518272,296.9772032,0.382251827,0.296977203
12.44,382.8547584,297.033728,0.382854758,0.297033728
12.45,383.3806848,297.136128,0.383380685,0.297136128
12.46,384.0131072,297.295872,0.384013107,0.297295872
12.47,384.6733824,297.504768,0.384673382,0.297504768
12.48,385.212416,297.504768,0.385212416,0.297504768
12.49,385.8735104,297.0738688,0.38587351,0.297073869
12.5,386.2413312,297.0836992,0.386241331,0.297083699
12.51,386.6468352,297.0836992,0.386646835,0.297083699
12.52,386.7435008,297.0918912,0.386743501,0.297091891
12.53,386.8229632,297.095168,0.386822963,0.297095168
12.54,386.8606464,297.095168,0.386860646,0.297095168
12.55,386.8827648,297.0984448,0.386882765,0.297098445
12.56,386.8721152,297.0984448,0.386872115,0.297098445
12.57,386.8778496,297.0984448,0.38687785,0.297098445
12.58,386.8729344,297.0984448,0.386872934,0.297098445
12.59,386.8647424,297.1590656,0.386864742,0.297159066
12.6,386.8557312,297.1590656,0.386855731,0.297159066
12.61,386.8491776,297.1590656,0.386849178,0.297159066
12.62,386.8418048,297.1557888,0.386841805,0.297155789
12.63,386.834432,296.9362432,0.386834432,0.296936243
12.64,386.8278784,296.9296896,0.386827878,0.29692969
12.65,386.8213248,296.9296896,0.386821325,0.29692969
12.66,386.813952,296.9296896,0.386813952,0.29692969
12.67,386.8073984,297.0394624,0.386807398,0.297039462
12.68,386.8024832,297.0394624,0.386802483,0.297039462
12.69,386.7967488,297.0435584,0.386796749,0.297043558
12.7,386.7885568,297.0435584,0.386788557,0.297043558
12.71,386.7828224,297.0435584,0.386782822,0.297043558
12.72,386.7762688,297.0468352,0.386776269,0.297046835
12.73,386.768896,297.0468352,0.386768896,0.297046835
12.74,386.7648,297.1066368,0.3867648,0.297106637
12.75,386.756608,297.1049984,0.386756608,0.297104998
12.76,386.7451392,297.1049984,0.386745139,0.297104998
12.77,386.7369472,297.1017216,0.386736947,0.297101722
12.78,386.7287552,297.1017216,0.386728755,0.297101722
12.79,386.7205632,297.1017216,0.386720563,0.297101722
12.8,386.7107328,297.1017216,0.386710733,0.297101722
12.81,386.6935296,297.1082752,0.38669353,0.297108275
12.82,386.6853376,297.1082752,0.386685338,0.297108275
12.83,386.7049984,297.111552,0.386704998,0.297111552
12.84,386.9515776,297.111552,0.386951578,0.297111552
12.85,387.2571392,297.1181056,0.387257139,0.297118106
12.86,387.6036608,297.1181056,0.387603661,0.297118106
12.87,388.0042496,297.1213824,0.38800425,0.297121382
12.88,388.3507712,297.1181056,0.388350771,0.297118106
12.89,388.8308224,297.1148288,0.388830822,0.297114829
12.9,389.3026816,297.1148288,0.389302682,0.297114829
12.91,389.7942016,297.1148288,0.389794202,0.297114829
12.92,390.1464576,297.1262976,0.390146458,0.297126298
12.93,390.3520768,297.1189248,0.390352077,0.297118925
12.94,390.6338816,297.1262976,0.390633882,0.297126298
12.95,390.7928064,297.1246592,0.390792806,0.297124659
12.96,390.8698112,297.132032,0.390869811,0.297132032
12.97,390.9861376,297.1353088,0.390986138,0.297135309
12.98,391.1041024,297.1410432,0.391104102,0.297141043
12.99,391.1196672,297.1467776,0.391119667,0.297146778
13,391.1163904,297.1467776,0.39111639,0.297146778
13.01,391.1114752,297.1467776,0.391111475,0.297146778
13.02,391.1467008,297.1492352,0.391146701,0.297149235
13.03,391.1385088,297.1557888,0.391138509,0.297155789
13.04,391.1327744,297.1557888,0.391132774,0.297155789
13.05,391.1245824,297.1394048,0.391124582,0.297139405
13.06,391.118848,297.1418624,0.391118848,0.297141862
13.07,391.1122944,297.1451392,0.391112294,0.297145139
13.08,391.1057408,297.1508736,0.391105741,0.297150874
13.09,391.1008256,297.1508736,0.391100826,0.297150874
13.1,391.0926336,297.1508736,0.391092634,0.297150874
13.11,391.0795264,297.1508736,0.391079526,0.297150874
13.12,391.0680576,297.1492352,0.391068058,0.297149235
13.13,391.0656,297.1754496,0.3910656,0.29717545
13.14,391.180288,297.2688384,0.391180288,0.297268838
13.15,391.4612736,297.3376512,0.391461274,0.297337651
13.16,391.8307328,297.3212672,0.391830733,0.297321267
13.17,392.11008,297.3212672,0.39211008,0.297321267
13.18,392.4590592,297.3270016,0.392459059,0.297327002
13.19,392.8702976,297.332736,0.392870298,0.297332736
13.2,393.2020736,297.332736,0.393202074,0.297332736
13.21,393.6632832,297.3319168,0.393663283,0.297331917
13.22,393.8156544,297.3302784,0.393815654,0.297330278
13.23,394.0171776,297.3294592,0.394017178,0.297329459
13.24,394.2285312,297.3802496,0.394228531,0.29738025
13.25,394.4300544,297.6997376,0.394430054,0.297699738
13.26,394.6012672,297.8922496,0.394601267,0.29789225
13.27,394.7184128,297.4564352,0.394718413,0.297456435
13.28,394.797056,297.4670848,0.394797056,0.297467085
13.29,394.9027328,297.4662656,0.394902733,0.297466266
13.3,394.9862912,297.4646272,0.394986291,0.297464627
13.31,394.9797376,297.4646272,0.394979738,0.297464627
13.32,395.0034944,297.463808,0.395003494,0.297463808
13.33,395.0125056,297.463808,0.395012506,0.297463808
13.34,395.0370816,297.5711232,0.395037082,0.297571123
13.35,395.0288896,297.7841152,0.39502889,0.297784115
13.36,395.0239744,297.94304,0.395023974,0.29794304
13.37,395.0174208,298.1183488,0.395017421,0.298118349
13.38,395.0125056,298.1257216,0.395012506,0.298125722
13.39,395.005952,298.1257216,0.395005952,0.298125722
13.4,394.9993984,298.1257216,0.394999398,0.298125722
13.41,394.9953024,298.1224448,0.394995302,0.298122445
13.42,394.9871104,298.1093376,0.39498711,0.298109338
13.43,394.9780992,298.1093376,0.394978099,0.298109338
13.44,394.9797376,298.1085184,0.394979738,0.298108518
13.45,394.9756416,298.1076992,0.394975642,0.298107699
13.46,395.1321088,298.1076992,0.395132109,0.298107699
13.47,395.3041408,298.1076992,0.395304141,0.298107699
13.48,395.6301824,298.1076992,0.395630182,0.298107699
13.49,395.923456,298.1076992,0.395923456,0.298107699
13.5,396.1913344,298.1117952,0.396191334,0.298111795
13.51,396.484608,298.131456,0.396484608,0.298131456
13.52,396.7778816,298.25024,0.396777882,0.29825024
13.53,397.0932736,297.9741696,0.397093274,0.29797417
13.54,397.2112384,297.9749888,0.397211238,0.297974989
13.55,397.29152,297.9749888,0.39729152,0.297974989
13.56,397.488128,297.9749888,0.397488128,0.297974989
13.57,397.656064,297.9749888,0.397656064,0.297974989
13.58,397.8428416,297.9749888,0.397842842,0.297974989
13.59,397.9706368,297.9749888,0.397970637,0.297974989
13.6,398.0599296,298.0282368,0.39805993,0.298028237
13.61,398.1778944,298.1347328,0.398177894,0.298134733
13.62,398.340096,298.2477824,0.398340096,0.298247782
13.63,398.3499264,298.3141376,0.398349926,0.298314138
13.64,398.3581184,298.3141376,0.398358118,0.298314138
13.65,398.3654912,298.3141376,0.398365491,0.298314138
13.66,398.3589376,298.102784,0.398358938,0.298102784
13.67,398.35648,298.102784,0.39835648,0.298102784
13.68,398.348288,298.102784,0.398348288,0.298102784
13.69,398.340096,297.8709504,0.398340096,0.29787095
13.7,398.3302656,297.8709504,0.398330266,0.29787095
13.71,398.3261696,297.8709504,0.39832617,0.29787095
13.72,398.3220736,297.8709504,0.398322074,0.29787095
13.73,398.3663104,297.8709504,0.39836631,0.29787095
13.74,398.4433152,297.8709504,0.398443315,0.29787095
13.75,398.6300928,297.9282944,0.398630093,0.297928294
13.76,398.9356544,298.0347904,0.398935654,0.29803479
13.77,399.2141824,298.0880384,0.399214182,0.298088038
13.78,399.6155904,298.1945344,0.39961559,0.298194534
13.79,399.9195136,298.3477248,0.399919514,0.298347725
13.8,400.2594816,298.3632896,0.400259482,0.29836329
13.81,400.5691392,298.3673856,0.400569139,0.298367386
13.82,400.8108032,298.3673856,0.400810803,0.298367386
13.83,401.1360256,298.3723008,0.401136026,0.298372301
13.84,401.2548096,298.3780352,0.40125481,0.298378035
13.85,401.5611904,298.3780352,0.40156119,0.298378035
13.86,401.7840128,298.3780352,0.401784013,0.298378035
13.87,402.0084736,298.3780352,0.402008474,0.298378035
13.88,402.2870016,298.3780352,0.402287002,0.298378035
13.89,402.4655872,298.164224,0.402465587,0.298164224
13.9,402.7457536,298.164224,0.402745754,0.298164224
13.91,403.2856064,297.9561472,0.403285606,0.297956147
13.92,403.7681152,297.9479552,0.403768115,0.297947955
13.93,404.3218944,297.9356672,0.404321894,0.297935667
13.94,404.9002496,297.9356672,0.40490025,0.297935667
13.95,405.426176,297.9356672,0.405426176,0.297935667
13.96,406.0438528,297.9356672,0.406043853,0.297935667
13.97,406.60992,297.9356672,0.40660992,0.297935667
13.98,407.0842368,297.9422208,0.407084237,0.297942221
13.99,407.49056,297.9422208,0.40749056,0.297942221
14,407.8280704,297.9422208,0.40782807,0.297942221
14.01,408.0418816,298.0528128,0.408041882,0.298052813
14.02,408.10496,298.1126144,0.40810496,0.298112614
14.03,408.141824,298.180608,0.408141824,0.298180608
14.04,408.1778688,298.180608,0.408177869,0.298180608
14.05,408.1844224,298.180608,0.408184422,0.298180608
14.06,408.2311168,298.180608,0.408231117,0.298180608
14.07,408.2221056,298.180608,0.408222106,0.298180608
14.08,408.2122752,297.9536896,0.408212275,0.29795369
14.09,408.2057216,297.9504128,0.408205722,0.297950413
14.1,408.1967104,297.9504128,0.40819671,0.297950413
14.11,408.1901568,297.9504128,0.408190157,0.297950413
14.12,408.182784,297.9504128,0.408182784,0.297950413
14.13,408.174592,297.9504128,0.408174592,0.297950413
14.14,408.1672192,297.9504128,0.408167219,0.297950413
14.15,408.1614848,297.9536896,0.408161485,0.29795369
14.16,408.154112,297.9536896,0.408154112,0.29795369
14.17,408.1483776,298.1134336,0.408148378,0.298113434
14.18,408.1426432,298.3428096,0.408142643,0.29834281
14.19,408.1344512,298.3436288,0.408134451,0.298343629
14.2,408.1278976,298.340352,0.408127898,0.298340352
14.21,408.121344,298.3337984,0.408121344,0.298333798
14.22,408.1147904,298.3272448,0.40811479,0.298327245
14.23,408.1074176,298.3272448,0.408107418,0.298327245
14.24,408.1025024,298.3272448,0.408102502,0.298327245
14.25,408.0959488,298.3272448,0.408095949,0.298327245
14.26,408.0893952,298.3272448,0.408089395,0.298327245
14.27,408.0828416,298.3272448,0.408082842,0.298327245
14.28,408.0820224,298.3272448,0.408082022,0.298327245
14.29,408.0754688,298.3272448,0.408075469,0.298327245
14.3,408.0582656,298.3305216,0.408058266,0.298330522
14.31,408.1057792,298.348544,0.408105779,0.298348544
14.32,408.2335744,298.3550976,0.408233574,0.298355098
14.33,408.30976,298.1412864,0.40830976,0.298141286
14.34,408.6022144,298.1347328,0.408602214,0.298134733
14.35,408.956928,298.1281792,0.408956928,0.298128179
14.36,409.3698048,298.1281792,0.409369805,0.298128179
14.37,409.7073152,298.131456,0.409707315,0.298131456
14.38,410.0784128,298.131456,0.410078413,0.298131456
14.39,410.4699904,298.131456,0.41046999,0.298131456
14.4,410.7460608,298.131456,0.410746061,0.298131456
14.41,410.8918784,298.131456,0.410891878,0.298131456
14.42,411.021312,298.131456,0.411021312,0.298131456
14.43,411.1253504,298.1879808,0.41112535,0.298187981
14.44,411.3145856,298.3542784,0.411314586,0.298354278
14.45,411.4751488,298.4198144,0.411475149,0.298419814
14.46,411.6176896,298.4280064,0.41161769,0.298428006
14.47,411.7766144,298.4280064,0.411776614,0.298428006
14.48,411.8511616,298.4280064,0.411851162,0.298428006
14.49,411.9846912,298.4312832,0.411984691,0.298431283
14.5,411.9781376,298.4312832,0.411978138,0.298431283
14.51,411.9855104,298.430464,0.41198551,0.298430464
14.52,411.9953408,298.4271872,0.411995341,0.298427187
14.53,411.992064,298.4239104,0.411992064,0.29842391
14.54,411.9887872,298.2019072,0.411988787,0.298201907
14.55,411.9805952,298.2019072,0.411980595,0.298201907
14.56,411.9732224,298.2019072,0.411973222,0.298201907
14.57,411.9658496,298.2084608,0.41196585,0.298208461
14.58,411.9576576,298.2150144,0.411957658,0.298215014
14.59,411.9453696,298.2182912,0.41194537,0.298218291
14.6,411.9396352,298.2182912,0.411939635,0.298218291
14.61,411.9617536,298.2182912,0.411961754,0.298218291
14.62,412.172288,298.221568,0.412172288,0.298221568
14.63,412.50816,298.2756352,0.41250816,0.298275635
14.64,412.8694272,298.1306368,0.412869427,0.298130637
14.65,413.1889152,298.1175296,0.413188915,0.29811753
14.66,413.5190528,298.1175296,0.413519053,0.29811753
14.67,413.8377216,298.1175296,0.413837722,0.29811753
14.68,414.1883392,298.1249024,0.414188339,0.298124902
14.69,414.4627712,298.1281792,0.414462771,0.298128179
14.7,414.5528832,298.1347328,0.414552883,0.298134733
14.71,414.728192,298.1347328,0.414728192,0.298134733
14.72,414.834688,298.1347328,0.414834688,0.298134733
14.73,415.0181888,298.1445632,0.415018189,0.298144563
14.74,415.2418304,298.1945344,0.41524183,0.298194534
14.75,415.3729024,298.262528,0.415372902,0.298262528
14.76,415.547392,298.2633472,0.415547392,0.298263347
14.77,415.6817408,298.2633472,0.415681741,0.298263347
14.78,415.7595648,298.262528,0.415759565,0.298262528
14.79,415.891456,298.266624,0.415891456,0.298266624
14.8,415.9586304,298.262528,0.41595863,0.298262528
14.81,415.9668224,298.262528,0.415966822,0.298262528
14.82,415.9758336,298.2674432,0.415975834,0.298267443
14.83,415.9832064,298.2674432,0.415983206,0.298267443
14.84,415.9758336,298.27072,0.415975834,0.29827072
14.85,415.9700992,298.2739968,0.415970099,0.298273997
14.86,415.9635456,298.2739968,0.415963546,0.298273997
14.87,415.9561728,298.2772736,0.415956173,0.298277274
14.88,415.9488,298.2772736,0.4159488,0.298277274
14.89,415.9422464,298.3911424,0.415942246,0.298391142
14.9,415.9340544,298.3944192,0.415934054,0.298394419
14.91,415.9307776,298.3944192,0.415930778,0.298394419
14.92,416.0339968,298.3944192,0.416033997,0.298394419
14.93,416.1896448,298.3944192,0.416189645,0.298394419
14.94,416.4272128,298.3944192,0.416427213,0.298394419
14.95,416.7049216,298.3911424,0.416704922,0.298391142
14.96,417.0440704,298.3845888,0.41704407,0.298384589
14.97,417.3217792,298.381312,0.417321779,0.298381312
14.98,417.632256,298.491904,0.417632256,0.298491904
14.99,417.8714624,298.491904,0.417871462,0.298491904
15,418.050048,298.491904,0.418050048,0.298491904
15.01,418.1368832,298.491904,0.418136883,0.298491904
15.02,418.2523904,298.491904,0.41825239,0.298491904
15.03,418.4113152,298.491904,0.418411315,0.298491904
15.04,418.4743936,298.4951808,0.418474394,0.298495181
15.05,418.709504,298.4984576,0.418709504,0.298498458
15.06,418.8536832,298.5050112,0.418853683,0.298505011
15.07,419.0560256,298.508288,0.419056026,0.298508288
15.08,419.1821824,298.5033728,0.419182182,0.298503373
15.09,419.2452608,298.5066496,0.419245261,0.29850665
15.1,419.4009088,298.5066496,0.419400909,0.29850665
15.11,419.4664448,298.5115648,0.419466445,0.298511565
